gid,lbl,val_200,d_name,cctv_mod,g2_env,g3_flow,w1_female,w2_dandock,index_k,index_rank
다사461439,92,92,구로4동,2.527,0.455,4,1,1.041,7.268262,897
다사462451,681,681,구로5동,2.666,0.715,5,1.095,1.041,9.553459995,708
다사419448,243,243,개봉1동,6.75,0,3.5,1,1,10.25,653
다사421446,404,404,개봉1동,1.351,0,3.5,1,1.041,5.049891,1103
다사458451,N/A,0,구로5동,0,0.555,4,1,1.041,4.741755,1137
다사455451,195,195,구로5동,10,0,2,1.095,1.041,13.67874,234
다사457447,208,208,구로5동,3.159,0,3.5,1,1.041,6.932019,922
다사458439,319,319,구로2동,1.364,0,2.5,1,1.041,4.022424,1196
다사459452,N/A,0,구로5동,0,0.835,4.5,1,1,5.335,1067
다사416443,389,389,오류1동,9.264,0,4.5,1.095,1.041,15.68951478,79
다사459447,156,156,구로5동,0.578,0.265,3,1,1.041,4.000563,1197
다사462440,244,244,구로4동,5.5,0,5,1,1.041,10.9305,575
다사409440,532,532,수궁동,3.608,0,4,1,1.041,7.919928,844
다사463423,53,53,가리봉동,3.571,0,4,1,1.041,7.881411,847
다사401435,128,128,수궁동,8.542,0,3,1,1,11.542,488
다사449432,25,25,구로1동,5.223,0,2,1,1,7.223,899
다사418451,330,330,개봉1동,3.79,0,2,1,1.041,6.02739,1007
다사447441,700,700,구로1동,1.167,0,3,1.095,1,4.562865,1150
다사456434,121,121,구로4동,0.801,0.755,3.5,1,1.041,5.263296,1075
다사414444,230,230,오류1동,5.038,0,2.5,1,1.041,7.847058,851
다사403441,193,193,수궁동,3.647,0,1.5,1,1,5.147,1094
다사430450,1045,1045,고척2동,9.393,0,3.5,1,1,12.893,331
다사452436,255,255,구로2동,2.298,0,2.5,1,1.041,4.994718,1121
다사437445,118,118,고척1동,9.203,0,5,1,1,14.203,194
다사420429,407,407,오류2동,10,0,3,1.095,1,14.235,183
다사428447,339,339,개봉1동,0.778,0,2,1,1.041,2.891898,1324
다사433456,127,127,고척2동,10,0,3.5,1,1.041,14.0535,204
다사415427,163,163,오류2동,7.732,0,4.5,1,1,12.232,406
다사407444,228,228,수궁동,4.15,0.265,4,1,1.041,8.760015,774
다사435450,447,447,고척1동,6.296,0.555,4,1,1,10.851,588
다사430440,71,71,개봉2동,3.884,0,5,1,1,8.884,763
다사431449,364,364,고척1동,8.119,0,3.5,1.095,1.041,13.24444001,283
다사447440,363,363,구로1동,8.37,0,3,1,1,11.37,523
다사428430,405,405,개봉3동,1.872,0,4,1,1.041,6.112752,996
다사431450,835,835,고척2동,9.421,0,4.5,1.095,1,15.243495,105
다사395441,N/A,0,수궁동,0,0,2,1,1,2,1402
다사427446,290,290,개봉1동,2.086,0,3,1,1.041,5.294526,1071
다사455450,798,798,구로5동,9.786,0,3.5,1.095,1,14.54817,157
다사459446,210,210,구로5동,3.898,0,2,1.095,1.041,6.72310071,937
다사415439,N/A,0,오류2동,0,0,5,1,1,5,1107
다사403425,449,449,항동,10,0,2,1.095,1,13.14,289
다사423448,569,569,개봉1동,10,0,5,1.095,1,16.425,14
다사427448,293,293,고척2동,4.121,0.68,2.5,1,1.041,7.600341,867
다사428433,516,516,개봉3동,3.571,0,3.5,1,1.041,7.360911,889
다사407433,286,286,오류2동,4.376,0,1.5,1,1,5.876,1018
다사427427,280,280,개봉3동,9.944,0,3,1.095,1.041,14.75480088,142
다사402425,585,585,항동,10,0,1.5,1.095,1,12.5925,347
다사460447,733,733,구로5동,5.089,0.315,4,1.095,1,10.29738,640
다사431454,158,158,고척2동,6.326,0,3,1,1,9.326,721
다사397444,20,20,수궁동,8.752,0,1,1,1,9.752,691
다사421440,201,201,오류2동,0.552,0.5,5,1,1.041,6.300132,981
다사452456,59,59,신도림동,9.139,0,2.5,1,1.041,12.116199,420
다사414433,81,81,오류2동,4.536,0,2.5,1,1.041,7.324476,892
다사455435,141,141,구로2동,5.085,1.6,4.5,1,1.041,11.643585,479
다사458459,688,688,신도림동,10,0,3.5,1,1,13.5,251
다사454435,308,308,구로2동,0.057,0,4,1,1.041,4.223337,1174
다사457431,426,426,구로4동,1.174,2.5,5,1,1,8.674,783
다사446439,377,377,구로1동,6.838,0,4.5,1.095,1,12.41511,396
다사402432,272,272,항동,5.85,0,1,1.095,1,7.50075,875
다사430453,339,339,고척2동,0.319,0,5,1,1.041,5.537079,1044
다사458431,394,394,구로3동,0.011,0.73,5,1,1,5.741,1030
다사452447,184,184,구로2동,5.855,0,1,1.095,1,7.506225,873
다사398437,39,39,수궁동,6.606,0.625,2.5,1,1.041,10.129971,664
다사400440,38,38,수궁동,8.922,0,1.5,1,1.041,10.849302,589
다사407445,326,326,수궁동,0.996,0,3,1,1.041,4.159836,1185
다사447443,408,408,구로1동,8.615,0,5,1,1,13.615,242
다사462436,37,37,구로4동,0.302,0.665,3,1,1.041,4.129647,1187
다사396444,20,20,수궁동,9.356,0,1,1,1.041,10.780596,596
다사409442,353,353,수궁동,2.671,0.625,3.5,1.095,1,7.44162,876
다사450459,7,7,신도림동,9.959,0,2.5,1,1.041,12.969819,328
다사404427,209,209,항동,10,0,1.5,1.095,1,12.5925,347
다사410439,N/A,0,오류2동,0,0,2,1,1,2,1402
다사437441,854,854,개봉1동,10,0,5,1.095,1,16.425,14
다사459454,315,315,구로5동,10,0,5,1.095,1,16.425,14
다사418436,335,335,오류2동,0.934,0,4,1,1.041,5.136294,1095
다사420442,219,219,오류1동,8.251,1.955,4.5,1.095,1,16.10307,52
다사448448,N/A,0,구로2동,0,0,1.5,1,1,1.5,1461
다사449434,252,252,구로1동,7.264,0,1,1,1,8.264,813
다사457456,1087,1087,신도림동,7.913,0,5,1.095,1,14.139735,200
다사451442,38,38,구로2동,6.328,0,1,1.095,1,8.02416,836
다사428440,249,249,개봉2동,2.154,0,4.5,1,1.041,6.926814,923
다사448441,724,724,구로1동,7.055,0,3.5,1.095,1,11.557725,487
다사461431,435,435,구로3동,10,0,3.5,1.095,1,14.7825,133
다사447444,1174,1174,구로1동,7.892,0,5,1.095,1,14.11674,202
다사417435,374,374,오류2동,6.951,0,3.5,1.095,1,11.443845,520
다사399439,138,138,수궁동,1.825,0,1,1,1,2.825,1326
다사428432,480,480,개봉3동,5.924,0,3.5,1,1.041,9.810384,689
다사437446,358,358,고척1동,9.747,0,5,1,1,14.747,143
다사422440,478,478,오류2동,0.608,0,5,1,1.041,5.837928,1021
다사428450,254,254,고척2동,1.56,0,3,1,1.041,4.74696,1136
다사441449,233,233,고척1동,6.234,0,2.5,1,1.041,9.092094,739
다사455432,269,269,구로2동,1.092,0.555,3,1,1.041,4.837527,1130
다사454457,487,487,신도림동,10,0,5,1.095,1,16.425,14
다사417450,104,104,개봉1동,9.773,0,1.5,1,1,11.273,533
다사455430,156,156,가리봉동,6.766,0,1,1,1.041,8.084406,831
다사467426,714,714,구로3동,0.03,0.295,5,1.095,1.041,6.069940875,1002
다사447452,7,7,구로2동,5.889,0.24,1.5,1,1,7.629,865
다사460425,223,223,가리봉동,3.326,1.875,2.5,1,1.041,8.016741,839
다사403432,233,233,항동,10,0,1.5,1,1,11.5,491
다사423441,36,36,오류1동,8.686,0,4,1,1,12.686,341
다사435437,1293,1293,개봉2동,7.185,0,3.5,1,1,10.685,604
다사448455,328,328,신도림동,10,0,4,1,1,14,210
다사414430,337,337,오류2동,4.339,0,3.5,1,1,7.839,855
다사410432,39,39,오류2동,10,0,2.5,1,1,12.5,380
다사433449,95,95,고척1동,10,0,4,1,1.041,14.574,155
다사461442,912,912,구로4동,7.405,0.65,5,1.095,1,14.295225,181
다사460429,107,107,가리봉동,3.574,0.295,2.5,1,1.041,6.630129,944
다사464424,158,158,가리봉동,0.821,0,5,1,1.041,6.059661,1004
다사424453,466,466,고척2동,2.821,0,2.5,1,1.041,5.539161,1043
다사426456,418,418,고척2동,9.983,0,3,1,1,12.983,326
다사411440,165,165,수궁동,4.545,0.535,3,1,1.041,8.41128,799
다사402431,82,82,항동,10,0,1,1,1.041,11.451,509
다사455443,334,334,구로2동,1.451,0,3,1,1.041,4.633491,1148
다사427445,146,146,개봉1동,5.531,0,3,1.095,1.041,9.724444245,692
다사420453,N/A,0,개봉1동,0,0,4,1,1,4,1198
다사463424,455,455,가리봉동,0.118,0,4,1.095,1.041,4.69408761,1142
다사426452,385,385,고척2동,0,0,3,1,1.041,3.123,1283
다사455459,686,686,신도림동,7.002,0,4,1.095,1,12.04719,426
다사460426,101,101,가리봉동,2.886,0.25,2,1,1.041,5.346576,1066
다사420444,248,248,오류1동,9.152,2,4,1,1.041,15.773232,75
다사427434,389,389,개봉3동,0,0,2.5,1,1.041,2.6025,1334
다사449457,88,88,신도림동,4.535,0,1.5,1,1,6.035,1006
다사399425,579,579,항동,10,0,1.5,1.095,1,12.5925,347
다사405423,173,173,항동,10,0,2,1,1,12,434
다사457428,152,152,가리봉동,0,1.665,5,1,1.041,6.938265,921
다사440452,249,249,고척1동,6.071,0,4.5,1,1,10.571,613
다사455449,156,156,구로5동,3.205,0,4.5,1,1.041,8.020905,837
다사460427,290,290,가리봉동,0.542,0,3.5,1,1.041,4.207722,1176
다사459427,222,222,가리봉동,0.517,0.525,3,1,1.041,4.207722,1176
다사457454,928,928,신도림동,10,0,4,1.095,1,15.33,93
다사457452,911,911,구로5동,5.731,0,4.5,1.095,1,11.202945,541
다사428443,826,826,개봉1동,10,0,1,1.095,1,12.045,427
다사397441,195,195,수궁동,6.018,0,1.5,1,1,7.518,872
다사438451,586,586,고척1동,2.45,0,4.5,1,1.041,7.23495,898
다사457455,602,602,신도림동,10,0,5,1.095,1.041,17.098425,3
다사417451,70,70,개봉1동,9.939,0,2,1,1.041,12.428499,394
다사424432,N/A,0,개봉3동,0,0,1,1,1,1,1564
다사411434,479,479,오류2동,6.878,0,3.5,1,1,10.378,632
다사400442,153,153,수궁동,10,0,3,1,1,13,313
다사425448,270,270,개봉1동,0.999,0.24,3.5,1,1.041,4.933299,1124
다사409438,154,154,오류2동,10,0,2,1,1.041,12.492,384
다사451448,40,40,구로2동,3.127,0,1,1,1.041,4.296207,1170
다사454453,318,318,신도림동,10,0,5,1.095,1,16.425,14
다사460436,377,377,구로4동,6.394,0.665,3.5,1,1,10.559,616
다사416438,384,384,오류2동,8.588,0.355,5,1,1,13.943,221
다사460424,39,39,가리봉동,0.793,0.625,2.5,1,1.041,4.078638,1189
다사463431,N/A,0,구로3동,0,0,3,1,1,3,1290
다사464437,494,494,구로4동,9.258,1.11,3.5,1,1.041,14.436588,173
다사412442,90,90,수궁동,8.471,0,2,1,1.041,10.900311,578
다사431437,368,368,개봉2동,7.382,0,5,1.095,1.041,14.11417989,203
다사462448,327,327,구로5동,1.558,0,5,1.095,1,7.18101,903
다사422454,466,466,고척2동,3.342,0,4,1,1.041,7.643022,863
다사407451,N/A,0,수궁동,0,0,1,1,1,1,1564
다사413443,287,287,오류1동,1.762,0,4.5,1,1.041,6.518742,958
다사418452,210,210,개봉1동,2.784,0,1.5,1,1.041,4.459644,1163
다사463437,327,327,구로4동,4.284,2.5,3.5,1,1.041,10.705644,600
다사399443,321,321,수궁동,10,0,4.5,1,1,14.5,160
다사410441,266,266,수궁동,2.243,0.18,2.5,1,1.041,5.124843,1097
다사460441,397,397,구로4동,10,0,5,1.095,1,16.425,14
다사409437,6,6,오류2동,10,0,2,1,1,12,434
다사422439,377,377,오류2동,0,0,5,1,1.041,5.205,1085
다사395420,475,475,항동,10,0,1.5,1.095,1,12.5925,347
다사429452,337,337,고척2동,3.714,1.25,5,1,1.041,10.372524,633
다사431452,615,615,고척2동,8.008,0,4.5,1,1,12.508,378
다사456444,140,140,구로2동,4.502,0,3,1,1.041,7.809582,858
다사428437,414,414,개봉2동,0.785,0.415,5,1,1.041,6.4542,969
다사416424,181,181,오류2동,10,0,5,1.095,1,16.425,14
다사417425,410,410,오류2동,10,0,3.5,1.095,1,14.7825,133
다사420447,368,368,개봉1동,7.148,0,4.5,1,1.041,12.125568,419
다사456443,220,220,구로2동,5.707,0,2.5,1,1.041,8.543487,790
다사467424,700,700,구로3동,5.323,0,4,1.095,1,10.208685,659
다사455444,72,72,구로2동,4.258,0.37,3.5,1,1.041,8.461248,793
다사460444,65,65,구로5동,5.115,0,2,1,1.041,7.406715,881
다사428428,169,169,개봉3동,8.663,0,2.5,1.095,1.041,12.72464789,339
다사408436,88,88,오류2동,10,0,2,1,1.041,12.492,384
다사467431,297,297,구로3동,10,0,4,1.095,1,15.33,93
다사412433,95,95,오류2동,6.108,0,3.5,1,1.041,10.001928,676
다사418441,1002,1002,오류1동,6.945,1.565,2.5,1.095,1,12.05595,423
다사430434,228,228,개봉3동,6.924,0,5,1,1.041,12.412884,397
다사459430,600,600,구로3동,0.204,0.265,5,1,1,5.469,1055
다사409444,146,146,수궁동,10,0,3,1,1,13,313
다사424441,204,204,개봉2동,4.958,0,4,1,1.041,9.325278,722
다사396442,233,233,수궁동,1.787,0,2,1,1,3.787,1231
다사428436,504,504,개봉2동,2.295,0,4,1,1.041,6.553095,954
다사421454,192,192,개봉1동,0.671,0.385,4,1,1.041,5.263296,1075
다사418444,43,43,오류1동,9.502,0,5,1,1.041,15.096582,107
다사406445,490,490,수궁동,1.028,0,4,1.095,1,5.50566,1049
다사415423,47,47,오류2동,10,0,2,1.095,1,13.14,289
다사425431,58,58,개봉3동,4.003,0,1,1,1.041,5.208123,1084
다사407439,241,241,오류2동,10,0,2,1,1,12,434
다사412443,N/A,0,수궁동,0,0,3,1,1.041,3.123,1283
다사423443,509,509,오류1동,5.469,0,5,1,1,10.469,622
다사401440,40,40,수궁동,9.071,0,1,1,1,10.071,671
다사458427,50,50,가리봉동,0,1.21,3.5,1,1.041,4.90311,1126
다사458453,1023,1023,구로5동,10,0,5,1.095,1,16.425,14
다사402436,204,204,수궁동,10,0,5,1,1,15,112
다사414445,112,112,오류1동,7.684,0,3,1,1,10.684,605
다사415446,1006,1006,오류1동,10,0,3.5,1,1,13.5,251
다사424450,289,289,고척2동,3.871,0.21,4.5,1,1.041,8.932821,760
다사461445,333,333,구로5동,10,0,4.5,1.095,1,15.8775,58
다사406439,N/A,0,오류2동,0,0,1,1,1,1,1564
다사438446,103,103,고척1동,5.819,0,4.5,1,1,10.319,637
다사438453,35,35,고척1동,7.624,0,1,1,1.041,8.977584,754
다사466434,261,261,구로3동,3.796,0,4.5,1,1,8.296,807
다사429433,489,489,개봉3동,1.628,0.5,4.5,1,1.041,6.899748,924
다사460433,475,475,구로3동,7.084,0,4,1.095,1,12.13698,418
다사399423,N/A,0,항동,0,0,1.5,1,1,1.5,1461
다사396419,386,386,항동,10,0,1.5,1,1,11.5,491
다사433436,572,572,개봉2동,10,0,4.5,1.095,1,15.8775,58
다사459440,234,234,구로2동,6.36,0.5,3,1,1.041,10.26426,646
다사430447,327,327,개봉1동,7.352,0,2.5,1,1.041,10.255932,650
다사453453,1354,1354,신도림동,10,0,5,1.095,1,16.425,14
다사460439,288,288,구로2동,2.88,0,3,1,1.041,6.12108,994
다사433453,138,138,고척2동,5.099,0.335,4,1.095,1,10.33023,636
다사462430,216,216,구로3동,1.538,0,2,1,1,3.538,1243
다사456450,403,403,구로5동,8.059,0,4.5,1.095,1.041,14.31594131,179
다사456435,183,183,구로4동,3.19,0.635,2.5,1,1.041,6.584325,946
다사418448,274,274,개봉1동,5.21,0,3.5,1,1.041,9.06711,741
다사403446,N/A,0,수궁동,0,0,1,1,1,1,1564
다사459429,264,264,가리봉동,0.881,0,5,1,1.041,6.122121,993
다사418443,247,247,오류1동,5.514,0,4,1,1.041,9.904074,682
다사431438,501,501,개봉2동,7.201,0,5,1,1.041,12.701241,340
다사462444,848,848,구로5동,10,0,5,1.095,1,16.425,14
다사425451,380,380,고척2동,0,0,4,1,1.041,4.164,1181
다사403443,335,335,수궁동,9.48,0,1,1.095,1,11.4756,507
다사422449,94,94,개봉1동,10,0.555,5,1,1.041,16.192755,49
다사418427,24,24,오류2동,5.461,0,2.5,1,1.041,8.287401,810
다사458428,256,256,가리봉동,0.118,1.11,5,1,1.041,6.483348,963
다사403435,246,246,오류2동,10,0.385,2,1.095,1,13.561575,247
다사455460,391,391,신도림동,9.421,0,2,1.095,1,12.505995,379
다사409448,107,107,수궁동,7.943,0,1,1,1,8.943,758
다사427436,663,663,개봉2동,3.997,0,5,1,1,8.997,750
다사433434,392,392,개봉3동,7.002,0,2,1.095,1.041,10.26133479,648
다사434453,271,271,고척2동,4.698,0,4.5,1.095,1,10.07181,670
다사457427,112,112,가리봉동,0.59,0,3.5,1,1.041,4.25769,1172
다사418445,130,130,오류1동,10,0,2,1,1,12,434
다사449453,152,152,신도림동,10,0.57,5,1.095,1,17.04915,5
다사430438,40,40,개봉2동,4.084,0.225,5,1,1.041,9.690669,696
다사427437,600,600,개봉2동,2.643,0,5,1.095,1,8.369085,801
다사438441,1387,1387,고척1동,9.245,0,5,1.095,1,15.598275,83
다사435440,240,240,개봉1동,5.08,0,4,1.095,1,9.9426,680
다사457430,61,61,구로3동,0.008,1.455,5,1,1.041,6.727983,936
다사448437,501,501,구로1동,10,0,5,1,1,15,112
다사459443,232,232,구로5동,0.49,0,4,1.095,1.041,5.11812855,1098
다사418439,264,264,오류2동,8.696,0,5,1,1,13.696,229
다사454434,313,313,구로2동,1.471,0,3.5,1,1.041,5.174811,1090
다사460458,304,304,신도림동,6.245,0.74,4,1.095,1,12.028575,431
다사399438,113,113,수궁동,3.476,0.19,3.5,1.095,1,7.84677,852
다사417424,574,574,오류2동,10,0,5,1.095,1,16.425,14
다사421453,405,405,개봉1동,2.375,0,4,1,1.041,6.636375,943
다사426441,200,200,개봉2동,9.221,0,4.5,1,1.041,14.283561,182
다사436444,21,21,고척1동,7.875,0,3.5,1,1,11.375,522
다사426433,168,168,개봉3동,4.958,0,1.5,1,1.041,6.722778,938
다사415441,314,314,오류1동,3.848,0,4.5,1,1.041,8.690268,782
다사411443,88,88,수궁동,6.613,0,1.5,1,1.041,8.445633,796
다사419446,345,345,오류1동,4.878,0,3,1,1.041,8.200998,825
다사415433,149,149,오류2동,5.184,0.575,4,1.095,1,10.686105,603
다사410437,N/A,0,오류2동,0,0,1.5,1,1.041,1.5615,1455
다사451443,82,82,구로2동,9.603,0,2,1,1.041,12.078723,422
다사460431,596,596,구로3동,7.782,0,3,1.095,1,11.80629,467
다사419427,33,33,오류2동,5.376,0,3,1,1.041,8.719416,779
다사427450,214,214,고척2동,0.356,0,3,1,1.041,3.493596,1270
다사462427,N/A,0,구로3동,0,0.5,1.5,1,1,2,1402
다사412431,12,12,오류2동,10,0,2,1,1.041,12.492,384
다사462446,474,474,구로5동,2.451,0.83,3.5,1,1,6.781,932
다사408439,163,163,오류2동,10,0,1,1,1.041,11.451,509
다사421455,64,64,고척2동,6.265,0.24,3,1,1,9.505,711
다사463442,547,547,구로4동,10,0,2.5,1.095,1,13.6875,230
다사419437,279,279,오류2동,6.145,0,4,1,1.041,10.560945,615
다사464430,N/A,0,구로3동,0,0,3,1,1,3,1290
다사420448,587,587,개봉1동,6.25,0.525,5,1,1.041,12.257775,405
다사460442,273,273,구로5동,9.281,0,4,1.095,1,14.542695,158
다사427428,415,415,개봉3동,7.959,0,3.5,1,1.041,11.928819,455
다사460456,1359,1359,신도림동,10,0,2.5,1.095,1,13.6875,230
다사454448,14,14,구로5동,5.213,0.105,3,1,1,8.318,804
다사403436,120,120,수궁동,10,0.625,2.5,1,1,13.125,302
다사403448,N/A,0,수궁동,0,0,1,1,1.041,1.041,1548
다사461450,70,70,구로5동,4.868,0,1.5,1,1,6.368,975
다사425437,N/A,0,개봉2동,0,0,2,1,1,2,1402
다사454442,202,202,구로2동,2.113,0.335,2.5,1,1.041,5.150868,1093
다사423455,522,522,고척2동,4.233,0,1.5,1.095,1.041,6.535018035,957
다사439452,512,512,고척1동,0.136,0,3.5,1,1.041,3.785076,1232
다사431432,99,99,개봉3동,3.758,0.415,5,1,1.041,9.549093,709
다사404421,,0,항동,0,0,,1,1,0,1709
다사401454,,0,수궁동,0,0,,1,1,0,1709
다사419425,,0,오류2동,0,0,,1,1.041,0,1709
다사462454,,0,구로5동,0,0,3,1,1,3,1290
다사406427,,0,항동,0,0,,1,1,0,1709
다사444443,,0,구로1동,0,0,2.5,1,1,2.5,1344
다사446447,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사415449,,0,개봉1동,0,0,,1,1,0,1709
다사404429,,0,항동,0,0,1,1,1,1,1564
다사407428,,0,항동,0,0,,1,1,0,1709
다사397419,,0,항동,0,0,1.5,1,1,1.5,1461
다사409422,,0,오류2동,0,0,,1,1,0,1709
다사444452,,0,고척1동,0,0,,1,1,0,1709
다사395439,,0,수궁동,0,0,1.5,1,1,1.5,1461
다사405424,,0,항동,0,0,,1,1,0,1709
다사421422,,0,오류2동,0,0,,1,1,0,1709
다사459460,,0,신도림동,0,0,1,1,1.041,1.041,1548
다사421441,,0,오류1동,0,0,1,1,1,1,1564
다사449459,,0,신도림동,0,0,,1,1,0,1709
다사419434,,0,오류2동,0,0,,1,1,0,1709
다사393442,,0,수궁동,0,0,,1,1,0,1709
다사403430,,0,항동,0,0,,1,1,0,1709
다사440439,,0,개봉2동,0,0,,1,1,0,1709
다사401448,,0,수궁동,0,0,,1,1,0,1709
다사397418,,0,항동,0,0,1.5,1,1,1.5,1461
다사443440,,0,구로1동,0,0,,1,1,0,1709
다사459450,,0,구로5동,0,0,4.5,1,1,4.5,1154
다사403454,,0,수궁동,0,0,,1,1,0,1709
다사405456,,0,수궁동,0,0,,1,1,0,1709
다사439441,,0,고척1동,0,0,5,1,1,5,1107
다사412428,,0,오류2동,0,0,1,1,1,1,1564
다사405455,,0,수궁동,0,0,,1,1,0,1709
다사421456,,0,고척2동,0,0,1.5,1,1,1.5,1461
다사404438,,0,수궁동,0,0,1,1,1,1,1564
다사405454,,0,수궁동,0,0,,1,1,0,1709
다사465428,,0,구로3동,0,0.47,1.5,1,1,1.97,1449
다사420425,,0,오류2동,0,0,,1,1,0,1709
다사398427,,0,항동,0,0,,1,1,0,1709
다사399446,,0,수궁동,0,0,1,1,1,1,1564
다사397421,,0,항동,0,0,,1,1,0,1709
다사407424,,0,항동,0,0,1,1,1,1,1564
다사425433,,0,개봉3동,0,0,,1,1.041,0,1709
다사419423,,0,오류2동,0,0,,1,1,0,1709
다사410421,,0,오류2동,0,0,,1,1,0,1709
다사414419,,0,오류2동,0,0,,1,1,0,1709
다사468423,,0,구로3동,0,0,,1,1,0,1709
다사463446,,0,구로5동,0,0,2,1,1,2,1402
다사445448,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사449440,,0,구로1동,0,0,2,1,1,2,1402
다사407437,,0,오류2동,0,0,1,1,1,1,1564
다사451436,,0,구로1동,0,0,1.5,1,1,1.5,1461
다사448459,,0,신도림동,0,0,,1,1,0,1709
다사415452,,0,개봉1동,0,0,,1,1,0,1709
다사402437,,0,수궁동,0,0,3,1,1,3,1290
다사418429,,0,오류2동,0,0,3,1,1,3,1290
다사466427,,0,구로3동,0,0.11,1.5,1,1,1.61,1453
다사409426,,0,오류2동,0,0,,1,1,0,1709
다사450437,,0,구로1동,0,0,2,1,1,2,1402
다사424437,,0,오류2동,0,0,,1,1,0,1709
다사444442,,0,구로1동,0,0,1.5,1,1,1.5,1461
다사444450,,0,고척1동,0,0,,1,1,0,1709
다사406424,,0,항동,0,0,,1,1,0,1709
다사402450,,0,수궁동,0,0,,1,1,0,1709
다사411421,,0,오류2동,0,0,,1,1,0,1709
다사405425,,0,항동,0,0,,1,1,0,1709
다사401451,,0,수궁동,0,0,1,1,1,1,1564
다사404432,,0,항동,0,0,1.5,1,1,1.5,1461
다사460446,,0,구로5동,0,0,3.5,1,1,3.5,1244
다사443449,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사415447,,0,개봉1동,0,0,1.5,1,1.041,1.5615,1455
다사427452,,0,고척2동,0,0,1,1,1,1,1564
다사427458,,0,고척2동,0,0,,1,1,0,1709
다사426458,,0,고척2동,0,0,,1,1,0,1709
다사460459,,0,신도림동,0,0,3,1,1.041,3.123,1283
다사399424,,0,항동,0,0,,1,1,0,1709
다사409427,,0,오류2동,0,0,,1,1,0,1709
다사454447,,0,구로5동,0,0,4.5,1,1,4.5,1154
다사410444,,0,수궁동,0,0,,1,1,0,1709
다사446455,,0,신도림동,0,0,,1,1,0,1709
다사432431,,0,개봉3동,0,0,,1,1,0,1709
다사444437,,0,구로1동,0,0,,1,1,0,1709
다사450435,,0,구로1동,0,0,1,1,1,1,1564
다사412437,,0,오류2동,0,0,1,1,1,1,1564
다사447446,,0,구로2동,0,0,3,1,1,3,1290
다사439442,,0,고척1동,0,0,1,1,1,1,1564
다사412446,,0,오류1동,0,0,,1,1,0,1709
다사414449,,0,개봉1동,0,0,,1,1,0,1709
다사403427,,0,항동,0,0,2,1,1,2,1402
다사450445,,0,구로1동,0,0,1,1,1,1,1564
다사436436,,0,개봉3동,0,0,,1,1,0,1709
다사445447,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사406435,,0,오류2동,0,0,,1,1,0,1709
다사423427,,0,개봉3동,0,0,3.5,1,1,3.5,1244
다사451461,,0,신도림동,0,0,2.5,1,1,2.5,1344
다사413424,,0,오류2동,0,0,,1,1,0,1709
다사437453,,0,고척1동,0,0,,1,1,0,1709
다사431457,,0,고척2동,0,0,1,1,1,1,1564
다사412449,,0,수궁동,0,0,1,1,1,1,1564
다사404449,,0,수궁동,0,0,,1,1,0,1709
다사405436,,0,오류2동,0,0,1,1,1,1,1564
다사410430,,0,오류2동,0,0,,1,1,0,1709
다사463448,,0,구로5동,0,0,,1,1,0,1709
다사452463,,0,신도림동,0,0,,1,1,0,1709
다사404440,,0,수궁동,0,0,1,1,1,1,1564
다사414427,,0,오류2동,0,0,3.5,1,1,3.5,1244
다사411445,,0,수궁동,0,0,,1,1,0,1709
다사415421,,0,오류2동,0,0,,1,1,0,1709
다사445434,,0,구로1동,0,0,1,1,1,1,1564
다사403421,,0,항동,0,0,1.5,1,1,1.5,1461
다사411446,,0,수궁동,0,0,,1,1,0,1709
다사397445,,0,수궁동,0,0,,1,1,0,1709
다사415420,,0,오류2동,0,0,,1,1,0,1709
다사468429,,0,구로3동,0,0.135,4,1,1,4.135,1186
다사420441,,0,오류1동,0,0,1,1,1,1,1564
다사436449,,0,고척1동,0,0,3.5,1,1,3.5,1244
다사411420,,0,오류2동,0,0,,1,1,0,1709
다사422426,,0,오류2동,0,0,,1,1,0,1709
다사447447,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사449448,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사457426,,0,가리봉동,0,0,,1,1,0,1709
다사393444,,0,수궁동,0,0,,1,1,0,1709
다사443445,,0,구로2동,0,0,,1,1,0,1709
다사405440,,0,수궁동,0,0,1,1,1,1,1564
다사398449,,0,수궁동,0,0,,1,1,0,1709
다사463444,,0,구로5동,0,0,2.5,1,1.041,2.6025,1334
다사421425,,0,오류2동,0,0,,1,1,0,1709
다사464444,,0,구로5동,0,0,,1,1,0,1709
다사465439,,0,구로4동,0,0,2,1,1,2,1402
다사405422,,0,항동,0,0,1.5,1,1,1.5,1461
다사402446,,0,수궁동,0,0,,1,1,0,1709
다사470427,,0,구로3동,0,0,4.5,1,1,4.5,1154
다사447457,,0,신도림동,0,0,,1,1,0,1709
다사447449,,0,구로2동,0,0.625,1.5,1,1,2.125,1399
다사461455,,0,구로5동,0,0,4,1,1,4,1198
다사395421,,0,항동,0,0,1.5,1,1,1.5,1461
다사415432,,0,오류2동,0,0,2,1,1,2,1402
다사465426,,0,구로3동,0,1.43,1.5,1,1,2.93,1323
다사411429,,0,오류2동,0,0,,1,1,0,1709
