gid,d_name,area,
다사423428,개봉3동,9569.179,개봉3동
다사423428,개봉3동,430.821,개봉3동
다사400447,수궁동,10000,수궁동
다사412430,오류2동,10000,오류2동
다사404457,수궁동,448.079,수궁동
다사455463,신도림동,2057.92,신도림동
다사465431,구로3동,10000,구로3동
다사398445,수궁동,10000,수궁동
다사451439,구로1동,5494.634,구로1동
다사451439,구로1동,4505.366,구로1동
다사404439,수궁동,10000,수궁동
다사408452,수궁동,10000,수궁동
다사448461,신도림동,1144.116,신도림동
다사414439,오류2동,733.014,오류2동
다사414439,오류2동,1379.933,오류2동
다사414439,오류2동,7887.053,오류2동
