gid,d_name,area,
다사400426,항동,10000,항동
다사415445,오류1동,10000,오류1동
다사431431,개봉3동,6166.438,개봉3동
다사397443,수궁동,10000,수궁동
다사434449,고척1동,10000,고척1동
다사401425,항동,10000,항동
다사417438,오류2동,10000,오류2동
다사419444,오류1동,10000,오류1동
다사439450,고척1동,10000,고척1동
다사426438,개봉2동,10000,개봉2동
다사402442,수궁동,10000,수궁동
다사402439,수궁동,10000,수궁동
다사442447,고척1동,7902.794,고척1동
다사442447,고척1동,2097.206,고척1동
다사422443,오류1동,10000,오류1동
다사435452,고척2동,3510.479,고척2동
다사435452,고척2동,6489.521,고척2동
다사428429,개봉3동,10000,개봉3동
다사446443,구로1동,10000,구로1동
다사453441,구로2동,10000,구로2동
다사394420,항동,7318.149,항동
다사409433,오류2동,10000,오류2동
다사454444,구로2동,10000,구로2동
다사395419,항동,10000,항동
다사429431,개봉3동,10000,개봉3동
다사434439,개봉2동,10000,개봉2동
다사401437,수궁동,10000,수궁동
다사432443,개봉1동,10000,개봉1동
다사467425,구로3동,10000,구로3동
다사458457,신도림동,10000,신도림동
다사429434,개봉3동,10000,개봉3동
다사456461,신도림동,10000,신도림동
다사434442,개봉1동,10000,개봉1동
다사446444,구로1동,9978.992,구로1동
다사446444,구로1동,21.008,구로1동
다사412432,오류2동,10000,오류2동
다사463435,구로3동,10000,구로3동
다사438452,고척1동,7713.056,고척1동
다사437456,고척2동,647.386,고척2동
다사419429,오류2동,10000,오류2동
다사420437,오류2동,10000,오류2동
다사410440,수궁동,10000,수궁동
다사398429,항동,6764.93,항동
다사429449,개봉1동,2794.286,개봉1동
다사429449,개봉1동,7205.714,개봉1동
다사448444,구로1동,10000,구로1동
다사411433,오류2동,10000,오류2동
다사415431,오류2동,10000,오류2동
다사460454,구로5동,10000,구로5동
다사400429,항동,10000,항동
다사432457,고척2동,9803.472,고척2동
다사431434,개봉3동,10000,개봉3동
다사413446,오류1동,10000,오류1동
다사416435,오류2동,10000,오류2동
다사423454,고척2동,10000,고척2동
다사452443,구로2동,10000,구로2동
다사422452,개봉1동,52.4,개봉1동
다사422452,개봉1동,9947.6,개봉1동
다사424442,오류1동,16.032,오류1동
다사424442,오류1동,9983.968,오류1동
다사458429,가리봉동,2.256,가리봉동
다사458429,가리봉동,9997.744,가리봉동
다사442449,고척1동,10000,고척1동
다사467432,구로3동,8693.072,구로3동
다사404443,수궁동,10000,수궁동
다사420445,오류1동,10000,오류1동
다사448436,구로1동,10000,구로1동
다사425452,고척2동,10000,고척2동
다사426455,고척2동,10000,고척2동
다사440447,고척1동,10000,고척1동
다사449446,구로1동,8298.591,구로1동
다사449446,구로1동,1701.409,구로1동
다사459439,구로2동,10000,구로2동
다사434441,개봉1동,10000,개봉1동
다사454454,신도림동,10000,신도림동
다사406442,수궁동,10000,수궁동
다사468425,구로3동,9998.953,구로3동
다사418442,오류1동,10000,오류1동
다사410428,오류2동,10000,오류2동
다사433438,개봉2동,10000,개봉2동
다사455428,가리봉동,959.283,가리봉동
다사418422,오류2동,10000,오류2동
다사436440,개봉1동,2530.093,개봉1동
다사436440,개봉1동,7469.907,개봉1동
다사461439,구로4동,8541.689,구로4동
다사461439,구로4동,1458.311,구로4동
다사462451,구로5동,10000,구로5동
다사419448,개봉1동,10000,개봉1동
다사421446,개봉1동,673.459,개봉1동
다사421446,개봉1동,9326.541,개봉1동
다사458451,구로5동,10000,구로5동
다사455451,구로5동,1059.53,구로5동
다사455451,구로5동,8940.47,구로5동
다사457447,구로5동,10000,구로5동
다사458439,구로2동,10000,구로2동
다사459452,구로5동,10000,구로5동
다사416443,오류1동,10000,오류1동
다사459447,구로5동,10000,구로5동
다사462440,구로4동,10000,구로4동
다사409440,수궁동,10000,수궁동
다사463423,가리봉동,5129.672,가리봉동
다사401435,수궁동,5007.505,수궁동
다사449432,구로1동,10000,구로1동
다사418451,개봉1동,10000,개봉1동
다사447441,구로1동,10000,구로1동
다사456434,구로4동,9768.006,구로4동
다사456434,구로4동,231.994,구로4동
다사414444,오류1동,10000,오류1동
다사403441,수궁동,10000,수궁동
다사430450,고척2동,10000,고척2동
다사452436,구로2동,10000,구로2동
다사437445,고척1동,10000,고척1동
다사420429,오류2동,10000,오류2동
다사428447,개봉1동,4182.102,개봉1동
다사428447,개봉1동,5817.898,개봉1동
다사433456,고척2동,6907.793,고척2동
다사415427,오류2동,10000,오류2동
다사407444,수궁동,10000,수궁동
다사435450,고척1동,10000,고척1동
다사430440,개봉2동,10000,개봉2동
다사431449,고척1동,6966.135,고척1동
다사431449,고척1동,3033.865,고척1동
다사447440,구로1동,10000,구로1동
다사428430,개봉3동,10000,개봉3동
다사431450,고척2동,669.532,고척2동
다사431450,고척2동,9330.468,고척2동
다사395441,수궁동,10000,수궁동
다사427446,개봉1동,1041.47,개봉1동
다사427446,개봉1동,8958.53,개봉1동
다사455450,구로5동,10000,구로5동
다사459446,구로5동,10000,구로5동
다사415439,오류2동,2024.112,오류2동
다사415439,오류2동,7975.888,오류2동
다사403425,항동,10000,항동
다사423448,개봉1동,10000,개봉1동
다사427448,고척2동,10000,고척2동
다사428433,개봉3동,10000,개봉3동
다사407433,오류2동,10000,오류2동
다사427427,개봉3동,9114.552,개봉3동
다사402425,항동,10000,항동
다사460447,구로5동,10000,구로5동
다사431454,고척2동,10000,고척2동
다사397444,수궁동,10000,수궁동
다사421440,오류2동,2818.645,오류2동
다사421440,오류2동,7181.355,오류2동
다사452456,신도림동,10000,신도림동
다사414433,오류2동,10000,오류2동
다사455435,구로2동,2208.313,구로2동
다사455435,구로2동,7791.687,구로2동
다사458459,신도림동,10000,신도림동
다사454435,구로2동,10000,구로2동
다사457431,구로4동,461.244,구로4동
다사457431,구로4동,9399.645,구로4동
다사457431,구로4동,139.111,구로4동
다사446439,구로1동,10000,구로1동
다사402432,항동,10000,항동
다사430453,고척2동,10000,고척2동
다사458431,구로3동,8528.479,구로3동
다사458431,구로3동,1471.521,구로3동
다사452447,구로2동,10000,구로2동
다사398437,수궁동,4856.91,수궁동
다사400440,수궁동,10000,수궁동
다사407445,수궁동,10000,수궁동
다사447443,구로1동,10000,구로1동
다사462436,구로4동,142.868,구로4동
다사462436,구로4동,9857.132,구로4동
다사396444,수궁동,10000,수궁동
다사409442,수궁동,10000,수궁동
다사450459,신도림동,10000,신도림동
다사404427,항동,10000,항동
다사410439,오류2동,2418.818,오류2동
다사410439,오류2동,7581.182,오류2동
다사437441,개봉1동,2114.077,개봉1동
다사437441,개봉1동,7885.923,개봉1동
다사459454,구로5동,2200.953,구로5동
다사459454,구로5동,7799.047,구로5동
다사418436,오류2동,10000,오류2동
다사420442,오류1동,10000,오류1동
다사448448,구로2동,10000,구로2동
다사449434,구로1동,9743.704,구로1동
다사457456,신도림동,10000,신도림동
다사451442,구로2동,4215.452,구로2동
다사451442,구로2동,5784.548,구로2동
다사428440,개봉2동,10000,개봉2동
다사448441,구로1동,10000,구로1동
다사461431,구로3동,10000,구로3동
다사447444,구로1동,10000,구로1동
다사417435,오류2동,10000,오류2동
다사399439,수궁동,10000,수궁동
다사428432,개봉3동,10000,개봉3동
다사437446,고척1동,10000,고척1동
다사422440,오류2동,424.559,오류2동
다사422440,오류2동,9575.441,오류2동
다사428450,고척2동,10000,고척2동
다사441449,고척1동,10000,고척1동
다사455432,구로2동,931.907,구로2동
다사455432,구로2동,9068.093,구로2동
다사454457,신도림동,10000,신도림동
다사417450,개봉1동,10000,개봉1동
다사455430,가리봉동,10000,가리봉동
다사467426,구로3동,10000,구로3동
다사447452,구로2동,10000,구로2동
다사460425,가리봉동,10000,가리봉동
다사403432,항동,10000,항동
다사423441,오류1동,237.443,오류1동
다사423441,오류1동,7466.816,오류1동
다사423441,오류1동,2295.741,오류1동
다사435437,개봉2동,9999.3,개봉2동
다사435437,개봉2동,0.7,개봉2동
다사448455,신도림동,10000,신도림동
다사414430,오류2동,10000,오류2동
다사410432,오류2동,10000,오류2동
다사433449,고척1동,10000,고척1동
다사461442,구로4동,7004.397,구로4동
다사461442,구로4동,2995.603,구로4동
다사460429,가리봉동,4928.584,가리봉동
다사460429,가리봉동,5071.416,가리봉동
다사464424,가리봉동,1568.249,가리봉동
다사464424,가리봉동,8431.751,가리봉동
다사424453,고척2동,10000,고척2동
다사426456,고척2동,10000,고척2동
다사411440,수궁동,10000,수궁동
다사402431,항동,10000,항동
다사455443,구로2동,10000,구로2동
다사427445,개봉1동,10000,개봉1동
다사420453,개봉1동,7168.007,개봉1동
다사463424,가리봉동,53.258,가리봉동
다사463424,가리봉동,9946.742,가리봉동
다사426452,고척2동,10000,고척2동
다사455459,신도림동,10000,신도림동
다사460426,가리봉동,10000,가리봉동
다사420444,오류1동,10000,오류1동
다사427434,개봉3동,10000,개봉3동
다사449457,신도림동,10000,신도림동
다사399425,항동,10000,항동
다사405423,항동,10000,항동
다사457428,가리봉동,10000,가리봉동
다사440452,고척1동,9595.387,고척1동
다사455449,구로5동,10000,구로5동
다사460427,가리봉동,10000,가리봉동
다사459427,가리봉동,10000,가리봉동
다사457454,신도림동,10000,신도림동
다사457452,구로5동,10.926,구로5동
다사457452,구로5동,9989.074,구로5동
다사428443,개봉1동,10000,개봉1동
다사397441,수궁동,10000,수궁동
다사438451,고척1동,10000,고척1동
다사457455,신도림동,10000,신도림동
다사417451,개봉1동,10000,개봉1동
다사424432,개봉3동,10000,개봉3동
다사411434,오류2동,10000,오류2동
다사400442,수궁동,10000,수궁동
다사425448,개봉1동,2478.927,개봉1동
다사425448,개봉1동,7521.073,개봉1동
다사409438,오류2동,10000,오류2동
다사451448,구로2동,10000,구로2동
다사454453,신도림동,10000,신도림동
다사460436,구로4동,10000,구로4동
다사416438,오류2동,10000,오류2동
다사460424,가리봉동,8018.364,가리봉동
다사463431,구로3동,10000,구로3동
다사464437,구로4동,4262.59,구로4동
다사464437,구로4동,5737.41,구로4동
다사412442,수궁동,10000,수궁동
다사431437,개봉2동,10000,개봉2동
다사462448,구로5동,10000,구로5동
다사422454,고척2동,8978.741,고척2동
다사422454,고척2동,1021.259,고척2동
다사407451,수궁동,10000,수궁동
다사413443,오류1동,6009.161,오류1동
다사413443,오류1동,3990.839,오류1동
다사418452,개봉1동,10000,개봉1동
다사463437,구로4동,9.891,구로4동
다사463437,구로4동,9990.109,구로4동
다사399443,수궁동,10000,수궁동
다사410441,수궁동,10000,수궁동
다사460441,구로4동,7720.76,구로4동
다사460441,구로4동,841.449,구로4동
다사460441,구로4동,1437.791,구로4동
다사409437,오류2동,10000,오류2동
다사422439,오류2동,10000,오류2동
다사395420,항동,10000,항동
다사429452,고척2동,10000,고척2동
다사431452,고척2동,10000,고척2동
다사456444,구로2동,10000,구로2동
다사428437,개봉2동,10000,개봉2동
다사416424,오류2동,10000,오류2동
다사417425,오류2동,10000,오류2동
다사420447,개봉1동,10000,개봉1동
다사456443,구로2동,10000,구로2동
다사467424,구로3동,10000,구로3동
다사455444,구로2동,10000,구로2동
다사460444,구로5동,10000,구로5동
다사428428,개봉3동,8700.503,개봉3동
다사408436,오류2동,10000,오류2동
다사467431,구로3동,10000,구로3동
다사412433,오류2동,10000,오류2동
다사418441,오류1동,10000,오류1동
다사430434,개봉3동,10000,개봉3동
다사459430,구로3동,10000,구로3동
다사409444,수궁동,10000,수궁동
다사424441,개봉2동,8525.46,개봉2동
다사424441,개봉2동,1383.223,개봉2동
다사424441,개봉2동,91.317,개봉2동
다사396442,수궁동,10000,수궁동
다사428436,개봉2동,9998.189,개봉2동
다사428436,개봉2동,1.811,개봉2동
다사421454,개봉1동,447.215,개봉1동
다사421454,개봉1동,9552.785,개봉1동
다사418444,오류1동,10000,오류1동
다사406445,수궁동,10000,수궁동
다사415423,오류2동,10000,오류2동
다사425431,개봉3동,10000,개봉3동
다사407439,오류2동,2608.376,오류2동
다사407439,오류2동,7391.624,오류2동
다사412443,수궁동,461.883,수궁동
다사412443,수궁동,9538.117,수궁동
다사423443,오류1동,10000,오류1동
다사401440,수궁동,10000,수궁동
다사458427,가리봉동,10000,가리봉동
다사458453,구로5동,644.025,구로5동
다사458453,구로5동,9355.975,구로5동
다사402436,수궁동,10000,수궁동
다사414445,오류1동,10000,오류1동
다사415446,오류1동,10000,오류1동
다사424450,고척2동,8233.541,고척2동
다사424450,고척2동,1766.459,고척2동
다사461445,구로5동,10000,구로5동
다사406439,오류2동,2524.942,오류2동
다사406439,오류2동,7475.058,오류2동
다사438446,고척1동,10000,고척1동
다사438453,고척1동,1206.395,고척1동
다사466434,구로3동,5880.046,구로3동
다사429433,개봉3동,10000,개봉3동
다사460433,구로3동,9918.887,구로3동
다사460433,구로3동,81.113,구로3동
다사399423,항동,10000,항동
다사396419,항동,10000,항동
다사433436,개봉2동,9136.286,개봉2동
다사433436,개봉2동,863.714,개봉2동
다사459440,구로2동,10000,구로2동
다사430447,개봉1동,4914.131,개봉1동
다사430447,개봉1동,5085.869,개봉1동
다사453453,신도림동,10000,신도림동
다사460439,구로2동,2476.697,구로2동
다사460439,구로2동,7523.303,구로2동
다사433453,고척2동,10000,고척2동
다사462430,구로3동,10000,구로3동
다사456450,구로5동,10000,구로5동
다사456435,구로4동,10000,구로4동
다사418448,개봉1동,10000,개봉1동
다사403446,수궁동,10000,수궁동
다사459429,가리봉동,1525.106,가리봉동
다사459429,가리봉동,8474.894,가리봉동
다사418443,오류1동,10000,오류1동
다사431438,개봉2동,10000,개봉2동
다사462444,구로5동,10000,구로5동
다사425451,고척2동,10000,고척2동
다사403443,수궁동,10000,수궁동
다사422449,개봉1동,10000,개봉1동
다사418427,오류2동,10000,오류2동
다사458428,가리봉동,10000,가리봉동
다사403435,오류2동,1792.668,오류2동
다사403435,오류2동,8207.332,오류2동
다사455460,신도림동,10000,신도림동
다사409448,수궁동,10000,수궁동
다사427436,개봉2동,9686.188,개봉2동
다사427436,개봉2동,313.812,개봉2동
다사433434,개봉3동,324.564,개봉3동
다사433434,개봉3동,9675.436,개봉3동
다사434453,고척2동,10000,고척2동
다사457427,가리봉동,7579.852,가리봉동
다사418445,오류1동,10000,오류1동
다사449453,신도림동,8323.125,신도림동
다사449453,신도림동,1676.875,신도림동
다사430438,개봉2동,10000,개봉2동
다사427437,개봉2동,10000,개봉2동
다사438441,고척1동,9752.175,고척1동
다사438441,고척1동,247.825,고척1동
다사435440,개봉1동,4790.367,개봉1동
다사435440,개봉1동,5209.633,개봉1동
다사457430,구로3동,3725.294,구로3동
다사457430,구로3동,2018.072,구로3동
다사457430,구로3동,3078.023,구로3동
다사457430,구로3동,1178.61,구로3동
다사448437,구로1동,10000,구로1동
다사459443,구로5동,10000,구로5동
다사418439,오류2동,10000,오류2동
다사454434,구로2동,10000,구로2동
다사460458,신도림동,10000,신도림동
다사399438,수궁동,10000,수궁동
다사417424,오류2동,10000,오류2동
다사421453,개봉1동,10000,개봉1동
다사426441,개봉2동,10000,개봉2동
다사436444,고척1동,10000,고척1동
다사426433,개봉3동,10000,개봉3동
다사415441,오류1동,10000,오류1동
다사411443,수궁동,10000,수궁동
다사419446,오류1동,9720.565,오류1동
다사419446,오류1동,279.435,오류1동
다사415433,오류2동,10000,오류2동
다사410437,오류2동,10000,오류2동
다사451443,구로2동,3681.767,구로2동
다사451443,구로2동,6318.233,구로2동
다사460431,구로3동,10000,구로3동
다사419427,오류2동,10000,오류2동
다사427450,고척2동,10000,고척2동
다사462427,구로3동,9757.904,구로3동
다사462427,구로3동,242.096,구로3동
다사412431,오류2동,10000,오류2동
다사462446,구로5동,10000,구로5동
다사408439,오류2동,2312.765,오류2동
다사408439,오류2동,7687.235,오류2동
다사421455,고척2동,4660.472,고척2동
다사421455,고척2동,4522.542,고척2동
다사463442,구로4동,10000,구로4동
다사419437,오류2동,10000,오류2동
다사464430,구로3동,10000,구로3동
다사420448,개봉1동,10000,개봉1동
다사460442,구로5동,1114.845,구로5동
다사460442,구로5동,8885.155,구로5동
다사427428,개봉3동,10000,개봉3동
다사460456,신도림동,10000,신도림동
다사454448,구로5동,9999.159,구로5동
다사454448,구로5동,0.841,구로5동
다사403436,수궁동,9195.766,수궁동
다사403436,수궁동,804.234,수궁동
다사403448,수궁동,10000,수궁동
다사461450,구로5동,10000,구로5동
다사425437,개봉2동,10000,개봉2동
다사454442,구로2동,10000,구로2동
다사423455,고척2동,10000,고척2동
다사439452,고척1동,10000,고척1동
다사431432,개봉3동,10000,개봉3동
다사404421,항동,9997.755,항동
다사401454,수궁동,9166.654,수궁동
다사419425,오류2동,10000,오류2동
다사462454,구로5동,10000,구로5동
다사406427,항동,10000,항동
다사444443,구로1동,5611.519,구로1동
다사444443,구로1동,4388.481,구로1동
다사446447,구로2동,10000,구로2동
다사415449,개봉1동,10000,개봉1동
다사404429,항동,10000,항동
다사407428,항동,10000,항동
다사397419,항동,3740.9,항동
다사409422,오류2동,4457.549,오류2동
다사409422,오류2동,1240.694,오류2동
다사444452,고척1동,4335.51,고척1동
다사395439,수궁동,8253.469,수궁동
다사405424,항동,10000,항동
다사421422,오류2동,5311.798,오류2동
다사459460,신도림동,8096.82,신도림동
다사421441,오류1동,10000,오류1동
다사449459,신도림동,9107.058,신도림동
다사419434,오류2동,10000,오류2동
다사393442,수궁동,8225.773,수궁동
다사403430,항동,10000,항동
다사440439,개봉2동,6525.206,개봉2동
다사401448,수궁동,10000,수궁동
다사397418,항동,2492.48,항동
다사443440,구로1동,9848.025,구로1동
다사459450,구로5동,10000,구로5동
다사403454,수궁동,10000,수궁동
다사405456,수궁동,9305.913,수궁동
다사439441,고척1동,5636.331,고척1동
다사439441,고척1동,4363.669,고척1동
다사412428,오류2동,10000,오류2동
다사405455,수궁동,10000,수궁동
다사421456,고척2동,1643.481,고척2동
다사404438,수궁동,10000,수궁동
다사405454,수궁동,10000,수궁동
다사465428,구로3동,10000,구로3동
다사420425,오류2동,10000,오류2동
다사398427,항동,3427.522,항동
다사399446,수궁동,10000,수궁동
다사397421,항동,9992.001,항동
다사407424,항동,10000,항동
다사425433,개봉3동,10000,개봉3동
다사419423,오류2동,10000,오류2동
다사410421,오류2동,520.941,오류2동
다사414419,오류2동,2397.055,오류2동
다사468423,구로3동,1538.964,구로3동
다사463446,구로5동,9422.503,구로5동
다사445448,구로2동,10000,구로2동
다사449440,구로1동,10000,구로1동
다사407437,오류2동,10000,오류2동
다사451436,구로1동,6887.158,구로1동
다사451436,구로1동,3112.842,구로1동
다사448459,신도림동,6755.097,신도림동
다사415452,개봉1동,1866.64,개봉1동
다사402437,수궁동,10000,수궁동
다사418429,오류2동,10000,오류2동
다사466427,구로3동,10000,구로3동
다사409426,오류2동,7114.687,오류2동
다사409426,오류2동,2885.313,오류2동
다사450437,구로1동,10000,구로1동
다사424437,오류2동,1497.875,오류2동
다사424437,오류2동,8502.125,오류2동
다사444442,구로1동,10000,구로1동
다사444450,고척1동,5641.148,고척1동
다사444450,고척1동,4358.852,고척1동
다사406424,항동,10000,항동
다사402450,수궁동,10000,수궁동
다사411421,오류2동,8920.449,오류2동
다사405425,항동,10000,항동
다사401451,수궁동,10000,수궁동
다사404432,항동,10000,항동
다사460446,구로5동,10000,구로5동
다사443449,구로2동,3587.804,구로2동
다사443449,구로2동,6412.196,구로2동
다사415447,개봉1동,3593.72,개봉1동
다사415447,개봉1동,6406.28,개봉1동
다사427452,고척2동,10000,고척2동
다사427458,고척2동,7556.833,고척2동
다사426458,고척2동,3748.353,고척2동
다사460459,신도림동,9357.922,신도림동
다사399424,항동,10000,항동
다사409427,오류2동,9942.97,오류2동
다사409427,오류2동,57.03,오류2동
다사454447,구로5동,5715.041,구로5동
다사454447,구로5동,4284.959,구로5동
다사410444,수궁동,10000,수궁동
다사446455,신도림동,102.496,신도림동
다사432431,개봉3동,1827.088,개봉3동
다사444437,구로1동,10000,구로1동
다사450435,구로1동,10000,구로1동
다사412437,오류2동,10000,오류2동
다사447446,구로2동,59.439,구로2동
다사447446,구로2동,9940.561,구로2동
다사439442,고척1동,10000,고척1동
다사412446,오류1동,9655.175,오류1동
다사412446,오류1동,344.825,오류1동
다사414449,개봉1동,10000,개봉1동
다사403427,항동,10000,항동
다사450445,구로1동,10000,구로1동
다사436436,개봉3동,1237.865,개봉3동
다사445447,구로2동,10000,구로2동
다사406435,오류2동,10000,오류2동
다사423427,개봉3동,5897.61,개봉3동
다사423427,개봉3동,387.609,개봉3동
다사451461,신도림동,10000,신도림동
다사413424,오류2동,10000,오류2동
다사437453,고척1동,379.295,고척1동
다사431457,고척2동,6913.581,고척2동
다사412449,수궁동,10000,수궁동
다사404449,수궁동,10000,수궁동
다사405436,오류2동,10000,오류2동
다사410430,오류2동,10000,오류2동
다사463448,구로5동,3408.29,구로5동
다사452463,신도림동,10000,신도림동
다사404440,수궁동,10000,수궁동
다사414427,오류2동,10000,오류2동
다사411445,수궁동,4133.107,수궁동
다사411445,수궁동,5866.893,수궁동
다사415421,오류2동,10000,오류2동
다사445434,구로1동,4947.085,구로1동
다사403421,항동,9883.573,항동
다사411446,수궁동,2198.361,수궁동
다사411446,수궁동,7801.639,수궁동
다사397445,수궁동,9798.266,수궁동
다사415420,오류2동,9998.508,오류2동
다사468429,구로3동,10000,구로3동
다사420441,오류1동,10000,오류1동
다사436449,고척1동,10000,고척1동
다사411420,오류2동,2879.589,오류2동
다사422426,오류2동,851.706,오류2동
다사447447,구로2동,10000,구로2동
다사449448,구로2동,10000,구로2동
다사457426,가리봉동,1282.879,가리봉동
다사393444,수궁동,4823.12,수궁동
다사443445,구로2동,10000,구로2동
다사405440,수궁동,10000,수궁동
다사398449,수궁동,19.723,수궁동
다사463444,구로5동,689.176,구로5동
다사463444,구로5동,9310.824,구로5동
다사421425,오류2동,7287.41,오류2동
다사464444,구로5동,1129.478,구로5동
다사464444,구로5동,3151.191,구로5동
다사465439,구로4동,3187.73,구로4동
다사405422,항동,10000,항동
다사402446,수궁동,10000,수궁동
다사470427,구로3동,5284.714,구로3동
다사447457,신도림동,5184.441,신도림동
다사447449,구로2동,10000,구로2동
다사461455,구로5동,21.364,구로5동
다사461455,구로5동,9978.636,구로5동
다사395421,항동,8668.692,항동
다사415432,오류2동,10000,오류2동
다사465426,구로3동,10000,구로3동
다사411429,오류2동,10000,오류2동
다사401441,수궁동,10000,수궁동
다사399440,수궁동,10000,수궁동
다사443439,구로1동,9751.178,구로1동
다사433448,고척1동,10000,고척1동
다사445444,구로1동,5400.69,구로1동
다사445444,구로1동,4599.31,구로1동
다사439443,고척1동,10000,고척1동
다사458461,신도림동,7101.537,신도림동
다사444447,구로2동,10000,구로2동
다사407455,수궁동,10000,수궁동
다사421433,오류2동,345.33,오류2동
다사421433,오류2동,9654.67,오류2동
다사465429,구로3동,10000,구로3동
다사409452,수궁동,6856.114,수궁동
다사444436,구로1동,5114.447,구로1동
다사423436,오류2동,8.454,오류2동
다사423436,오류2동,9991.546,오류2동
다사447450,구로2동,10000,구로2동
다사408437,오류2동,10000,오류2동
다사423430,개봉3동,9745.031,개봉3동
다사423430,개봉3동,254.969,개봉3동
다사406425,항동,10000,항동
다사447456,신도림동,7953.838,신도림동
다사401447,수궁동,10000,수궁동
다사454462,신도림동,10000,신도림동
다사429444,개봉1동,10000,개봉1동
다사450464,신도림동,9535.867,신도림동
다사393440,수궁동,781.485,수궁동
다사418453,개봉1동,5194.61,개봉1동
다사442446,구로2동,4167.461,구로2동
다사442446,구로2동,5832.539,구로2동
다사405437,수궁동,5521.83,수궁동
다사405437,수궁동,4478.17,수궁동
다사430458,고척2동,0.866,고척2동
다사408425,항동,10000,항동
다사463456,구로5동,901.601,구로5동
다사444438,구로1동,10000,구로1동
다사411438,오류2동,10000,오류2동
다사450441,구로1동,10000,구로1동
다사460460,신도림동,4253.896,신도림동
다사464426,구로3동,10000,구로3동
다사463445,구로5동,10000,구로5동
다사444441,구로1동,10000,구로1동
다사401442,수궁동,10000,수궁동
다사411428,오류2동,10000,오류2동
다사450436,구로1동,10000,구로1동
다사442436,구로1동,748.762,구로1동
다사407456,수궁동,6418.044,수궁동
다사420419,오류2동,10000,오류2동
다사443450,고척1동,9984.881,고척1동
다사443450,고척1동,15.119,고척1동
다사410450,수궁동,10000,수궁동
다사401456,수궁동,1117.076,수궁동
다사459456,신도림동,10000,신도림동
다사419422,오류2동,10000,오류2동
다사444453,고척1동,34.347,고척1동
다사462458,신도림동,2267.356,신도림동
다사446445,구로2동,2341.12,구로2동
다사446445,구로2동,7658.88,구로2동
다사441440,개봉2동,774.567,개봉2동
다사401453,수궁동,8762.403,수궁동
다사402420,항동,141.584,항동
다사402453,수궁동,10000,수궁동
다사466435,구로3동,1385.174,구로3동
다사451440,구로1동,5115.346,구로1동
다사451440,구로1동,4884.654,구로1동
다사422436,오류2동,10000,오류2동
다사429429,개봉3동,2891.764,개봉3동
다사412419,오류2동,9714.596,오류2동
다사438437,개봉2동,3811.792,개봉2동
다사438437,개봉2동,898.29,개봉2동
다사461423,가리봉동,712.344,가리봉동
다사413421,오류2동,10000,오류2동
다사421419,오류2동,2829.266,오류2동
다사421436,오류2동,10000,오류2동
다사463427,구로3동,10000,구로3동
다사402428,항동,10000,항동
다사404451,수궁동,10000,수궁동
다사461453,구로5동,10000,구로5동
다사398419,항동,173.168,항동
다사450460,신도림동,10000,신도림동
다사412436,오류2동,10000,오류2동
다사411418,오류2동,175.627,오류2동
다사413423,오류2동,10000,오류2동
다사418440,오류1동,7704.727,오류1동
다사418440,오류1동,2295.273,오류1동
다사433446,고척1동,10000,고척1동
다사409424,항동,1136.655,항동
다사409424,항동,8863.345,항동
다사462431,구로3동,10000,구로3동
다사406449,수궁동,10000,수궁동
다사454460,신도림동,10000,신도림동
다사441439,개봉2동,78.433,개봉2동
다사442439,구로1동,2348.973,구로1동
다사408431,오류2동,10000,오류2동
다사400455,수궁동,217.364,수궁동
다사406457,수궁동,413.095,수궁동
다사444448,구로2동,10000,구로2동
다사402430,항동,10000,항동
다사407434,오류2동,10000,오류2동
다사413437,오류2동,10000,오류2동
다사452449,구로2동,4139.131,구로2동
다사452449,구로2동,5860.869,구로2동
다사396421,항동,10000,항동
다사456427,가리봉동,370.266,가리봉동
다사435455,고척2동,212.097,고척2동
다사446454,신도림동,344.507,신도림동
다사410443,수궁동,10000,수궁동
다사465438,구로4동,438.83,구로4동
다사465438,구로4동,5105.948,구로4동
다사419418,오류2동,111.976,오류2동
다사402456,수궁동,4867.901,수궁동
다사404442,수궁동,10000,수궁동
다사445445,구로2동,10000,구로2동
다사401446,수궁동,10000,수궁동
다사422437,오류2동,10000,오류2동
다사451462,신도림동,10000,신도림동
다사405451,수궁동,10000,수궁동
다사423434,개봉3동,9924.672,개봉3동
다사423434,개봉3동,75.328,개봉3동
다사439439,개봉2동,10000,개봉2동
다사467433,구로3동,2567.169,구로3동
다사411448,수궁동,10000,수궁동
다사437444,고척1동,10000,고척1동
다사409423,항동,2746.803,항동
다사409423,항동,7253.197,항동
다사423431,개봉3동,10000,개봉3동
다사413439,오류2동,2232.715,오류2동
다사413439,오류2동,7767.285,오류2동
다사434444,고척1동,10000,고척1동
다사399441,수궁동,10000,수궁동
다사463447,구로5동,4230.141,구로5동
다사422456,고척2동,8987.51,고척2동
다사418431,오류2동,10000,오류2동
다사396423,항동,1634.888,항동
다사416451,개봉1동,10000,개봉1동
다사423432,개봉3동,10000,개봉3동
다사425443,개봉1동,1755.496,개봉1동
다사425443,개봉1동,8244.504,개봉1동
다사403451,수궁동,10000,수궁동
다사402448,수궁동,10000,수궁동
다사394439,수궁동,911.102,수궁동
다사411422,오류2동,10000,오류2동
다사398443,수궁동,10000,수궁동
다사425444,개봉1동,10000,개봉1동
다사445438,구로1동,10000,구로1동
다사404455,수궁동,10000,수궁동
다사463451,구로5동,6691.01,구로5동
다사422429,오류2동,19.626,오류2동
