gid,lbl,val_200,d_name,cctv_20,g2_env,g3_flow,w1_female,w2_dandock,index_k,index_rank
다사398424,,0,항동,0,0,0,1,1,0,1725
다사400420,,0,항동,0,0,1,1,1,1,1330
다사413447,,0,오류1동,0,0,1,1,1,1,1330
다사449463,,0,신도림동,0,0,0,1,1,0,1725
다사408455,,0,수궁동,0,0,0,1,1,0,1725
다사423456,,0,고척2동,0,0,1,1,1,1,1330
다사405430,,0,항동,0,0,0,1,1,0,1725
다사448457,,0,신도림동,0,0,1,1,1,1,1330
다사397423,,0,항동,0,0,0,1,1,0,1725
다사439444,,0,고척1동,0,0,1,1,1,1,1330
다사442443,,0,구로2동,0,0,1,1,1,1,1330
다사393443,,0,수궁동,0,0,0,1,1,0,1725
다사444435,,0,구로1동,0,0,0,1,1,0,1725
다사409430,,0,오류2동,0,0,0,1,1,0,1725
다사422431,,0,개봉3동,0,0,0,1,1,0,1725
다사440445,,0,고척1동,0,0.97,1,1,1,1.97,1246
다사404436,,0,오류2동,0,0,1,1,1,1,1330
다사422434,,0,오류2동,0,0,0,1,1,0,1725
다사415419,,0,오류2동,0,0,0,1,1,0,1725
다사402438,,0,수궁동,0,0.555,1,1,1,1.555,1266
다사398428,,0,항동,0,0,1,1,1,1,1330
다사412420,,0,오류2동,0,0,0,1,1,0,1725
다사461458,,0,신도림동,0,0,0,1,1.041,0,1725
다사443453,,0,고척1동,0,0,1,1,1,1,1330
다사451463,,0,신도림동,0,0,0,1,1,0,1725
다사399449,,0,수궁동,0,0,0,1,1,0,1725
다사394444,,0,수궁동,0,0,0,1,1,0,1725
다사414423,,0,오류2동,0,0,0,1,1,0,1725
다사404448,,0,수궁동,0,0,1,1,1,1,1330
다사467427,,0,구로3동,0,0,1,1,1,1,1330
다사426444,,0,개봉1동,0,0,1,1,1,1,1330
다사434455,,0,고척2동,0,0,0,1,1.041,0,1725
다사425438,,0,개봉2동,0,0,0,1,1,0,1725
다사450433,,0,구로1동,0,0,1,1,1,1,1330
다사460457,,0,신도림동,0,0,1,1,1,1,1330
다사405449,,0,수궁동,0,0,1,1,1,1,1330
다사417453,,0,개봉1동,0,0,0,1,1,0,1725
다사407452,,0,수궁동,0,0,0,1,1,0,1725
다사409425,,0,항동,0,0,0,1,1,0,1725
다사439438,,0,개봉2동,0,0,0,1,1,0,1725
다사445451,,0,구로2동,0,0,0,1,1,0,1725
다사454451,,0,신도림동,0,0,1,1,1,1,1330
다사463426,,0,구로3동,0,0.455,1,1,1,1.455,1281
다사400446,,0,수궁동,0,0,1,1,1,1,1330
다사402445,,0,수궁동,0,0,0,1,1,0,1725
다사396438,,0,수궁동,0,0,1,1,1,1,1330
다사443446,,0,구로2동,0,0,0,1,1,0,1725
다사407427,,0,항동,0,0,0,1,1,0,1725
다사416419,,0,오류2동,0,0,0,1,1,0,1725
다사444451,,0,고척1동,0,0,0,1,1,0,1725
다사410451,,0,수궁동,0,0,0,1,1,0,1725
다사411424,,0,오류2동,0,0,0,1,1,0,1725
다사413438,,0,오류2동,0,0,1,1,1,1,1330
다사424457,,0,고척2동,0,0,0,1,1,0,1725
다사446435,,0,구로1동,0,0,0,1,1,0,1725
다사404430,,0,항동,0,0,0,1,1,0,1725
다사423435,,0,개봉3동,0,0,0,1,1,0,1725
다사446451,,0,구로2동,0,0,1,1,1,1,1330
다사403438,,0,수궁동,0,0,1,1,1,1,1330
다사406421,,0,항동,0,0,0,1,1,0,1725
다사409450,,0,수궁동,0,0,0,1,1,0,1725
다사411423,,0,오류2동,0,0,0,1,1,0,1725
다사394440,,0,수궁동,0,0,1,1,1,1,1330
다사447436,,0,구로1동,0,0,1,1,1,1,1330
다사433445,,0,고척1동,0,0,1,1,1,1,1330
다사464446,,0,구로5동,0,0,0,1,1,0,1725
다사464442,,0,구로4동,0,0,1,1,1,1,1330
다사421437,,0,오류2동,0,0,1,1,1,1,1330
다사402426,,0,항동,0,0,1,1,1,1,1330
다사409431,,0,오류2동,0,0,0,1,1,0,1725
다사402422,,0,항동,0,0,1,1,1,1,1330
다사420417,,0,오류2동,0,0,0,1,1,0,1725
다사403428,,0,항동,0,0,1,1,1,1,1330
다사437455,,0,고척2동,0,0,1,1,1,1,1330
다사406440,,0,수궁동,0,0,1,1,1.041,1.041,1290
다사404452,,0,수궁동,0,0,0,1,1,0,1725
다사446442,,0,구로1동,0,0.835,1,1,1,1.835,1249
다사445439,,0,구로1동,0,0,1,1,1,1,1330
다사463430,,0,구로3동,0,0.225,1,1,1,1.225,1286
다사407431,,0,오류2동,0,0,0,1,1,0,1725
다사419453,,0,개봉1동,0,0,0,1,1,0,1725
다사438438,,0,개봉2동,0,0,0,1,1,0,1725
다사445436,,0,구로1동,0,0,0,1,1,0,1725
다사442441,,0,구로1동,0,0,0,1,1,0,1725
다사441442,,0,구로2동,0,0,1,1,1,1,1330
다사423437,,0,오류2동,0,0,1,1,1.041,1.041,1290
다사466428,,0,구로3동,0,0.885,1,1,1,1.885,1248
다사404456,,0,수궁동,0,0,0,1,1,0,1725
다사403431,,0,항동,0,0,1,1,1,1,1330
다사426426,,0,개봉3동,0,0,0,1,1,0,1725
다사405441,,0,수궁동,0,0,1,1,1,1,1330
다사450450,,0,구로2동,0,0,1,1,1,1,1330
다사464434,,0,구로3동,0,0,1,1,1,1,1330
다사441452,,0,고척1동,0,0,1,1,1,1,1330
다사397422,,0,항동,0,0,0,1,1,0,1725
다사405452,,0,수궁동,0,0,1,1,1,1,1330
다사405439,,0,오류2동,0,0,1,1,1,1,1330
다사451446,,0,구로2동,0,0,1,1,1,1,1330
다사463428,,0,구로3동,0,0.265,1,1,1,1.265,1284
다사471428,,0,구로3동,0,0.455,0,1,1,0.455,1724
다사421424,,0,오류2동,0,0,0,1,1,0,1725
다사400451,,0,수궁동,0,0,0,1,1,0,1725
다사434445,,0,고척1동,0,0,1,1,1,1,1330
다사445435,,0,구로1동,0,0,1,1,1,1,1330
다사449460,,0,신도림동,0,0,0,1,1,0,1725
다사417429,,0,오류2동,0,0,1,1,1,1,1330
다사405444,,0,수궁동,0,0,1,1,1,1,1330
다사418426,,0,오류2동,0,0,1,1,1,1,1330
다사400448,,0,수궁동,0,0,0,1,1,0,1725
다사463450,,0,구로5동,0,0,1,1,1,1,1330
다사395443,,0,수궁동,0,0,0,1,1,0,1725
다사423428,,0,개봉3동,0,0,1,1,1,1,1330
다사400447,,0,수궁동,0,0,0,1,1,0,1725
다사412430,,0,오류2동,0,0,1,1,1.041,1.041,1290
다사404457,,0,수궁동,0,0,0,1,1,0,1725
다사455463,,0,신도림동,0,0,0,1,1,0,1725
다사465431,,0,구로3동,0,0,1,1,1,1,1330
다사398445,,0,수궁동,0,0,1,1,1,1,1330
다사451439,,0,구로1동,0,0,1,1,1.041,1.041,1290
다사404439,,0,수궁동,0,0,0,1,1,0,1725
다사408452,,0,수궁동,0,0,0,1,1,0,1725
다사448461,,0,신도림동,0,0,0,1,1,0,1725
다사414439,,0,오류2동,0,0,1,1,1,1,1330
