gid,lbl,val_200,d_name,cctv_20,g2_env,g3_flow,w1_female,w2_dandock,index_k,index_rank
다사440452,249,249,고척1동,7.398,0,2,1,1,9.398,586
다사455449,156,156,구로5동,6.369,0,2,1,1.041,8.712,653
다사460427,290,290,가리봉동,2.788,0,2,1,1.041,4.984,987
다사459427,222,222,가리봉동,1.126,0.525,1,1,1.041,2.76,1178
다사457454,928,928,신도림동,10,0,2,1.095,1,13.14,140
다사457452,911,911,구로5동,10,0,2,1.095,1,13.14,140
다사428443,826,826,개봉1동,8.297,0,2,1.095,1,11.275,413
다사397441,195,195,수궁동,8.543,0,1.5,1,1,10.043,524
다사438451,586,586,고척1동,5.619,0,2,1,1.041,7.931,713
다사457455,602,602,신도림동,10,0,2,1.095,1.041,13.679,102
다사417451,70,70,개봉1동,9.946,0,1,1,1.041,11.395,402
다사424432,N/A,0,개봉3동,0,0,1,1,1,1,1330
다사411434,479,479,오류2동,7.436,0,2,1,1,9.436,580
다사400442,153,153,수궁동,10,0,2,1,1,12,310
다사425448,270,270,개봉1동,2.263,0.24,2,1,1.041,4.688,1015
다사409438,154,154,오류2동,10,0,1,1,1.041,11.451,386
다사451448,40,40,구로2동,9.598,0,1,1,1.041,11.033,427
다사454453,318,318,신도림동,10,0,2,1.095,1,13.14,140
다사460436,377,377,구로4동,7.687,0.665,2,1,1,10.352,500
다사416438,384,384,오류2동,9.246,0.355,2,1,1,11.601,370
다사460424,39,39,가리봉동,0.959,0.625,1.5,1,1.041,3.21,1143
다사463431,N/A,0,구로3동,0,0,1.5,1,1,1.5,1267
다사464437,494,494,구로4동,5.721,1.11,2,1,1.041,9.193,608
다사412442,90,90,수궁동,8.956,0,2,1,1.041,11.405,400
다사431437,368,368,개봉2동,0.521,0,2,1.095,1.041,2.874,1171
다사462448,327,327,구로5동,2.27,0,1.5,1.095,1,4.128,1064
다사422454,466,466,고척2동,1.481,0,2,1,1.041,3.624,1115
다사407451,N/A,0,수궁동,0,0,1,1,1,1,1330
다사413443,287,287,오류1동,2.137,0,2,1,1.041,4.307,1045
다사418452,210,210,개봉1동,2.181,0,1,1,1.041,3.311,1136
다사463437,327,327,구로4동,5.548,2.5,1,1,1.041,9.419,582
다사399443,321,321,수궁동,10,0,2,1,1,12,310
다사410441,266,266,수궁동,0.96,0.18,2,1,1.041,3.269,1139
다사460441,397,397,구로4동,10,0,2,1.095,1,13.14,140
다사409437,6,6,오류2동,10,0,1,1,1,11,431
다사422439,377,377,오류2동,0.419,0,2,1,1.041,2.518,1198
다사395420,475,475,항동,5.302,0,1,1.095,1,6.901,827
다사429452,337,337,고척2동,3.124,1.25,2,1,1.041,6.635,853
다사431452,615,615,고척2동,7.362,0,2,1,1,9.362,591
다사456444,140,140,구로2동,8.536,0,2,1,1.041,10.968,444
다사428437,414,414,개봉2동,3.109,0.415,2,1,1.041,5.75,925
다사416424,181,181,오류2동,10,0,2,1.095,1,13.14,140
다사417425,410,410,오류2동,10,0,2,1.095,1,13.14,140
다사420447,368,368,개봉1동,5.719,0,1.5,1,1.041,7.515,759
다사456443,220,220,구로2동,1.103,0,1.5,1,1.041,2.71,1180
다사467424,700,700,구로3동,3.717,0,2,1.095,1,6.26,884
다사455444,72,72,구로2동,4.887,0.37,1.5,1,1.041,7.034,809
다사460444,65,65,구로5동,4.516,0,2,1,1.041,6.783,838
다사428428,169,169,개봉3동,8.015,0,2,1.095,1.041,11.416,398
다사408436,88,88,오류2동,10,0,2,1,1.041,12.492,265
다사467431,297,297,구로3동,10,0,2,1.095,1,13.14,140
다사412433,95,95,오류2동,5.535,0,2,1,1.041,7.844,730
다사418441,1002,1002,오류1동,1.823,1.565,2,1.095,1,5.9,916
다사430434,228,228,개봉3동,5.684,0,2,1,1.041,7.999,708
다사459430,600,600,구로3동,0.031,0.265,2,1,1,2.296,1215
다사409444,146,146,수궁동,10,0,1,1,1,11,431
다사424441,204,204,개봉2동,4.595,0,2,1,1.041,6.865,831
다사396442,233,233,수궁동,1.173,0,1.5,1,1,2.673,1185
다사428436,504,504,개봉2동,4.836,0,2,1,1.041,7.116,802
다사421454,192,192,개봉1동,0.769,0.385,2,1,1.041,3.283,1137
다사418444,43,43,오류1동,2.619,0,2,1,1.041,4.808,1005
다사406445,490,490,수궁동,0.401,0,2,1.095,1,2.629,1191
다사415423,47,47,오류2동,10,0,1,1.095,1,12.045,294
다사425431,58,58,개봉3동,2.618,0,2,1,1.041,4.807,1006
다사407439,241,241,오류2동,10,0,1,1,1,11,431
다사412443,N/A,0,수궁동,0,0,2,1,1.041,2.082,1222
다사423443,509,509,오류1동,1.802,0,2,1,1,3.802,1099
다사401440,40,40,수궁동,8.782,0,1,1,1,9.782,553
다사458427,50,50,가리봉동,3.033,1.21,2,1,1.041,6.499,865
다사458453,1023,1023,구로5동,9.845,0,2,1.095,1,12.97,218
다사402436,204,204,수궁동,10,0,1.5,1,1,11.5,374
다사414445,112,112,오류1동,7.418,0,1.5,1,1,8.918,631
다사415446,1006,1006,오류1동,10,0,2,1,1,12,310
다사424450,289,289,고척2동,3.965,0.21,2,1,1.041,6.428,872
다사461445,333,333,구로5동,4.053,0,2,1.095,1,6.628,855
다사406439,N/A,0,오류2동,0,0,1,1,1,1,1330
다사438446,103,103,고척1동,2.846,0,2,1,1,4.846,1000
다사438453,35,35,고척1동,8.461,0,1,1,1.041,9.849,549
다사466434,261,261,구로3동,6.749,0,1.5,1,1,8.249,688
다사429433,489,489,개봉3동,1.514,0.5,2,1,1.041,4.179,1060
다사460433,475,475,구로3동,7.789,0,2,1.095,1,10.719,465
다사399423,N/A,0,항동,0,0,1,1,1,1,1330
다사396419,386,386,항동,10,0,1.5,1,1,11.5,374
다사433436,572,572,개봉2동,6.597,0,2,1.095,1,9.414,584
다사459440,234,234,구로2동,3.346,0.5,1.5,1,1.041,5.565,942
다사430447,327,327,개봉1동,7.154,0,1.5,1,1.041,9.009,626
다사453453,1354,1354,신도림동,10,0,2,1.095,1,13.14,140
다사460439,288,288,구로2동,2.404,0,2,1,1.041,4.585,1023
다사433453,138,138,고척2동,4.53,0.335,2,1.095,1,7.517,758
다사462430,216,216,구로3동,1.056,0,2,1,1,3.056,1156
다사456450,403,403,구로5동,8.947,0,2,1.095,1.041,12.478,270
다사456435,183,183,구로4동,4.385,0.635,1.5,1,1.041,6.787,837
다사418448,274,274,개봉1동,5.668,0,2,1,1.041,7.982,710
다사403446,N/A,0,수궁동,0,0,1,1,1,1,1330
다사459429,264,264,가리봉동,0.327,0,2,1,1.041,2.422,1207
다사418443,247,247,오류1동,0.65,0,2,1,1.041,2.759,1179
다사431438,501,501,개봉2동,5.663,0,2,1,1.041,7.977,711
다사462444,848,848,구로5동,10,0,2,1.095,1,13.14,140
다사425451,380,380,고척2동,0,0,1.5,1,1.041,1.562,1261
다사403443,335,335,수궁동,2.899,0,1,1.095,1,4.269,1052
다사422449,94,94,개봉1동,10,0.555,2,1,1.041,13.07,196
다사418427,24,24,오류2동,7.658,0,2,1,1.041,10.054,523
다사458428,256,256,가리봉동,0.682,1.11,2,1,1.041,3.947,1085
다사403435,246,246,오류2동,10,0.385,1,1.095,1,12.467,272
다사455460,391,391,신도림동,1.144,0,1,1.095,1,2.348,1211
다사409448,107,107,수궁동,7.185,0,1,1,1,8.185,691
다사427436,663,663,개봉2동,1.728,0,2,1,1,3.728,1103
다사433434,392,392,개봉3동,1.467,0,1,1.095,1.041,2.812,1175
다사434453,271,271,고척2동,3.396,0,2,1.095,1,5.909,914
다사457427,112,112,가리봉동,5.447,0,2,1,1.041,7.752,737
다사418445,130,130,오류1동,5.513,0,1,1,1,6.513,863
다사449453,152,152,신도림동,10,0.57,2,1.095,1,13.764,91
다사430438,40,40,개봉2동,7.648,0.225,2,1,1.041,10.278,505
다사427437,600,600,개봉2동,0.475,0,2,1.095,1,2.71,1180
다사438441,1387,1387,고척1동,9.732,0,2,1.095,1,12.847,224
다사435440,240,240,개봉1동,7.065,0,2,1.095,1,9.926,542
다사457430,61,61,구로3동,0,1.455,2,1,1.041,3.597,1118
다사448437,501,501,구로1동,3.3,0,2,1,1,5.3,961
다사459443,232,232,구로5동,4.642,0,2,1.095,1.041,7.571,753
다사418439,264,264,오류2동,3.275,0,2,1,1,5.275,962
다사454434,313,313,구로2동,5.667,0,1.5,1,1.041,7.461,769
다사460458,304,304,신도림동,3.025,0.74,1.5,1.095,1,5.765,923
다사399438,113,113,수궁동,3.312,0.19,1,1.095,1,4.93,990
다사417424,574,574,오류2동,10,0,2,1.095,1,13.14,140
다사421453,405,405,개봉1동,4.505,0,2,1,1.041,6.772,841
다사426441,200,200,개봉2동,7.978,0,2,1,1.041,10.387,498
다사436444,21,21,고척1동,6.195,0,2,1,1,8.195,690
다사426433,168,168,개봉3동,6.819,0,1,1,1.041,8.14,696
다사415441,314,314,오류1동,4.893,0,2,1,1.041,7.176,797
다사411443,88,88,수궁동,9.76,0,2,1,1.041,12.242,282
다사419446,345,345,오류1동,3.917,0,1.5,1,1.041,5.639,932
다사415433,149,149,오류2동,2.892,0.575,2,1.095,1,5.986,909
다사410437,N/A,0,오류2동,0,0,1,1,1.041,1.041,1290
다사451443,82,82,구로2동,10,0,1,1,1.041,11.451,386
다사460431,596,596,구로3동,4.443,0,2,1.095,1,7.055,807
다사419427,33,33,오류2동,7.578,0,2,1,1.041,9.971,537
다사427450,214,214,고척2동,0.932,0,1.5,1,1.041,2.532,1196
다사462427,N/A,0,구로3동,0,0.5,1,1,1,1.5,1267
다사412431,12,12,오류2동,10,0,1.5,1,1.041,11.971,335
다사462446,474,474,구로5동,10,0.83,2,1,1,12.83,225
다사408439,163,163,오류2동,10,0,1,1,1.041,11.451,386
다사421455,64,64,고척2동,3.896,0.24,2,1,1,6.136,893
다사463442,547,547,구로4동,9.956,0,2,1.095,1,13.092,194
다사419437,279,279,오류2동,4.182,0,2,1,1.041,6.435,871
다사464430,N/A,0,구로3동,0,0,1.5,1,1,1.5,1267
다사420448,587,587,개봉1동,4.161,0.525,2,1,1.041,6.96,824
다사460442,273,273,구로5동,10,0,2,1.095,1,13.14,140
다사427428,415,415,개봉3동,0.862,0,2,1,1.041,2.979,1168
다사460456,1359,1359,신도림동,10,0,2,1.095,1,13.14,140
다사454448,14,14,구로5동,1.529,0.105,1.5,1,1,3.134,1153
다사403436,120,120,수궁동,10,0.625,1,1,1,11.625,369
다사403448,N/A,0,수궁동,0,0,1,1,1.041,1.041,1290
다사461450,70,70,구로5동,9.859,0,2,1,1,11.859,351
다사425437,N/A,0,개봉2동,0,0,1,1,1,1,1330
다사454442,202,202,구로2동,1.677,0.335,1.5,1,1.041,3.656,1109
다사423455,522,522,고척2동,3.29,0,1.5,1.095,1.041,5.46,949
다사439452,512,512,고척1동,1.117,0,2,1,1.041,3.245,1140
다사431432,99,99,개봉3동,3.048,0.415,2,1,1.041,5.687,930
다사404421,,0,항동,0,0,0,1,1,0,1725
다사401454,,0,수궁동,0,0,0,1,1,0,1725
다사419425,,0,오류2동,0,0,0,1,1.041,0,1725
다사462454,,0,구로5동,0,0,1.5,1,1,1.5,1267
다사406427,,0,항동,0,0,0,1,1,0,1725
다사444443,,0,구로1동,0,0,2,1,1,2,1227
다사446447,,0,구로2동,0,0,1,1,1,1,1330
다사415449,,0,개봉1동,0,0,0,1,1,0,1725
다사404429,,0,항동,0,0,1,1,1,1,1330
다사407428,,0,항동,0,0,0,1,1,0,1725
다사397419,,0,항동,0,0,0,1,1,0,1725
다사409422,,0,오류2동,0,0,0,1,1,0,1725
다사444452,,0,고척1동,0,0,0,1,1,0,1725
다사395439,,0,수궁동,0,0,1.5,1,1,1.5,1267
다사405424,,0,항동,0,0,0,1,1,0,1725
다사421422,,0,오류2동,0,0,0,1,1,0,1725
다사459460,,0,신도림동,0,0,1,1,1.041,1.041,1290
다사421441,,0,오류1동,0,0,1,1,1,1,1330
다사449459,,0,신도림동,0,0,1,1,1,1,1330
다사419434,,0,오류2동,0,0,0,1,1,0,1725
다사393442,,0,수궁동,0,0,0,1,1,0,1725
다사403430,,0,항동,0,0,0,1,1,0,1725
다사440439,,0,개봉2동,0,0,0,1,1,0,1725
다사401448,,0,수궁동,0,0,0,1,1,0,1725
다사397418,,0,항동,0,0,0,1,1,0,1725
다사443440,,0,구로1동,0,0,0,1,1,0,1725
다사459450,,0,구로5동,0,0,2,1,1,2,1227
다사403454,,0,수궁동,0,0,0,1,1,0,1725
다사405456,,0,수궁동,0,0,0,1,1,0,1725
다사439441,,0,고척1동,0,0,2,1,1,2,1227
다사412428,,0,오류2동,0,0,1,1,1,1,1330
다사405455,,0,수궁동,0,0,0,1,1,0,1725
다사421456,,0,고척2동,0,0,1,1,1,1,1330
다사404438,,0,수궁동,0,0,1,1,1,1,1330
다사405454,,0,수궁동,0,0,0,1,1,0,1725
다사465428,,0,구로3동,0,0.47,1.5,1,1,1.97,1246
다사420425,,0,오류2동,0,0,0,1,1,0,1725
다사398427,,0,항동,0,0,1,1,1,1,1330
다사399446,,0,수궁동,0,0,1,1,1,1,1330
다사397421,,0,항동,0,0,0,1,1,0,1725
다사407424,,0,항동,0,0,1,1,1,1,1330
다사425433,,0,개봉3동,0,0,0,1,1.041,0,1725
다사419423,,0,오류2동,0,0,0,1,1,0,1725
다사410421,,0,오류2동,0,0,0,1,1,0,1725
다사414419,,0,오류2동,0,0,0,1,1,0,1725
다사468423,,0,구로3동,0,0,0,1,1,0,1725
다사463446,,0,구로5동,0,0,1,1,1,1,1330
다사445448,,0,구로2동,0,0,1,1,1,1,1330
다사449440,,0,구로1동,0,0,1.5,1,1,1.5,1267
다사407437,,0,오류2동,0,0,1,1,1,1,1330
다사451436,,0,구로1동,0,0,1,1,1,1,1330
다사448459,,0,신도림동,0,0,0,1,1,0,1725
다사415452,,0,개봉1동,0,0,0,1,1,0,1725
다사402437,,0,수궁동,0,0,1,1,1,1,1330
다사418429,,0,오류2동,0,0,2,1,1,2,1227
다사466427,,0,구로3동,0,0.11,1.5,1,1,1.61,1260
다사409426,,0,오류2동,0,0,0,1,1,0,1725
다사450437,,0,구로1동,0,0,1.5,1,1,1.5,1267
다사424437,,0,오류2동,0,0,0,1,1,0,1725
다사444442,,0,구로1동,0,0,1,1,1,1,1330
다사444450,,0,고척1동,0,0,0,1,1,0,1725
다사406424,,0,항동,0,0,1,1,1,1,1330
다사402450,,0,수궁동,0,0,1,1,1,1,1330
다사411421,,0,오류2동,0,0,0,1,1,0,1725
다사405425,,0,항동,0,0,0,1,1,0,1725
다사401451,,0,수궁동,0,0,1,1,1,1,1330
다사404432,,0,항동,0,0,1,1,1,1,1330
다사460446,,0,구로5동,0,0,2,1,1,2,1227
다사443449,,0,구로2동,0,0,1,1,1,1,1330
다사415447,,0,개봉1동,0,0,1,1,1.041,1.041,1290
다사427452,,0,고척2동,0,0,1,1,1,1,1330
다사427458,,0,고척2동,0,0,0,1,1,0,1725
다사426458,,0,고척2동,0,0,0,1,1,0,1725
다사460459,,0,신도림동,0,0,1,1,1.041,1.041,1290
다사399424,,0,항동,0,0,0,1,1,0,1725
다사409427,,0,오류2동,0,0,0,1,1,0,1725
다사454447,,0,구로5동,0,0,2,1,1,2,1227
다사410444,,0,수궁동,0,0,0,1,1,0,1725
다사446455,,0,신도림동,0,0,0,1,1,0,1725
다사432431,,0,개봉3동,0,0,0,1,1,0,1725
다사444437,,0,구로1동,0,0,0,1,1,0,1725
다사450435,,0,구로1동,0,0,1,1,1,1,1330
다사412437,,0,오류2동,0,0,1,1,1,1,1330
다사447446,,0,구로2동,0,0,1,1,1,1,1330
다사439442,,0,고척1동,0,0,1,1,1,1,1330
다사412446,,0,오류1동,0,0,1,1,1,1,1330
다사414449,,0,개봉1동,0,0,0,1,1,0,1725
다사403427,,0,항동,0,0,1,1,1,1,1330
다사450445,,0,구로1동,0,0,0,1,1,0,1725
다사436436,,0,개봉3동,0,0,0,1,1,0,1725
다사445447,,0,구로2동,0,0,1,1,1,1,1330
다사406435,,0,오류2동,0,0,0,1,1,0,1725
다사423427,,0,개봉3동,0,0,1,1,1,1,1330
다사451461,,0,신도림동,0,0,1,1,1,1,1330
다사413424,,0,오류2동,0,0,0,1,1,0,1725
다사437453,,0,고척1동,0,0,0,1,1,0,1725
다사431457,,0,고척2동,0,0,1,1,1,1,1330
다사412449,,0,수궁동,0,0,0,1,1,0,1725
다사404449,,0,수궁동,0,0,1,1,1,1,1330
다사405436,,0,오류2동,0,0,1,1,1,1,1330
다사410430,,0,오류2동,0,0,0,1,1,0,1725
다사463448,,0,구로5동,0,0,0,1,1,0,1725
다사452463,,0,신도림동,0,0,1,1,1,1,1330
다사404440,,0,수궁동,0,0,1,1,1,1,1330
다사414427,,0,오류2동,0,0,1,1,1,1,1330
다사411445,,0,수궁동,0,0,1,1,1,1,1330
다사415421,,0,오류2동,0,0,0,1,1,0,1725
다사445434,,0,구로1동,0,0,1,1,1,1,1330
다사403421,,0,항동,0,0,0,1,1,0,1725
다사411446,,0,수궁동,0,0,0,1,1,0,1725
다사397445,,0,수궁동,0,0,0,1,1,0,1725
다사415420,,0,오류2동,0,0,0,1,1,0,1725
다사468429,,0,구로3동,0,0.135,2,1,1,2.135,1220
다사420441,,0,오류1동,0,0,1,1,1,1,1330
다사436449,,0,고척1동,0,0,1,1,1,1,1330
다사411420,,0,오류2동,0,0,0,1,1,0,1725
다사422426,,0,오류2동,0,0,0,1,1,0,1725
다사447447,,0,구로2동,0,0,1,1,1,1,1330
다사449448,,0,구로2동,0,0,1,1,1,1,1330
다사457426,,0,가리봉동,0,0,0,1,1,0,1725
다사393444,,0,수궁동,0,0,0,1,1,0,1725
다사443445,,0,구로2동,0,0,1,1,1,1,1330
다사405440,,0,수궁동,0,0,1,1,1,1,1330
다사398449,,0,수궁동,0,0,0,1,1,0,1725
다사463444,,0,구로5동,0,0,1,1,1.041,1.041,1290
다사421425,,0,오류2동,0,0,0,1,1,0,1725
다사464444,,0,구로5동,0,0,0,1,1,0,1725
다사465439,,0,구로4동,0,0,1,1,1,1,1330
다사405422,,0,항동,0,0,0,1,1,0,1725
다사402446,,0,수궁동,0,0,0,1,1,0,1725
다사470427,,0,구로3동,0,0,1,1,1,1,1330
다사447457,,0,신도림동,0,0,1,1,1,1,1330
다사447449,,0,구로2동,0,0.625,1,1,1,1.625,1257
다사461455,,0,구로5동,0,0,1,1,1,1,1330
다사395421,,0,항동,0,0,1,1,1,1,1330
다사415432,,0,오류2동,0,0,2,1,1,2,1227
다사465426,,0,구로3동,0,1.43,1,1,1,2.43,1205
다사411429,,0,오류2동,0,0,0,1,1,0,1725
다사401441,,0,수궁동,0,0,0,1,1,0,1725
다사399440,,0,수궁동,0,0,1,1,1,1,1330
다사443439,,0,구로1동,0,0,0,1,1,0,1725
다사433448,,0,고척1동,0,0,1,1,1,1,1330
다사445444,,0,구로1동,0,0,1,1,1,1,1330
다사439443,,0,고척1동,0,0,1,1,1,1,1330
다사458461,,0,신도림동,0,0,0,1,1,0,1725
다사444447,,0,구로2동,0,0,0,1,1,0,1725
다사407455,,0,수궁동,0,0,1,1,1,1,1330
다사421433,,0,오류2동,0,0,0,1,1,0,1725
다사465429,,0,구로3동,0,0,1,1,1,1,1330
다사409452,,0,수궁동,0,0,0,1,1,0,1725
다사444436,,0,구로1동,0,0,0,1,1,0,1725
다사423436,,0,오류2동,0,0,1,1,1,1,1330
다사447450,,0,구로2동,0,0,1,1,1,1,1330
다사408437,,0,오류2동,0,0,1,1,1,1,1330
다사423430,,0,개봉3동,0,0,0,1,1,0,1725
다사406425,,0,항동,0,0,0,1,1,0,1725
다사447456,,0,신도림동,0,0,1,1,1,1,1330
다사401447,,0,수궁동,0,0,0,1,1,0,1725
다사454462,,0,신도림동,0,0,1,1,1,1,1330
다사429444,,0,개봉1동,0,0,1,1,1,1,1330
다사450464,,0,신도림동,0,0,0,1,1,0,1725
다사393440,,0,수궁동,0,0,0,1,1,0,1725
다사418453,,0,개봉1동,0,0,1,1,1,1,1330
다사442446,,0,구로2동,0,0,0,1,1,0,1725
다사405437,,0,수궁동,0,0,1,1,1,1,1330
다사430458,,0,고척2동,0,0,0,1,1,0,1725
다사408425,,0,항동,0,0,0,1,1,0,1725
다사463456,,0,구로5동,0,0,0,1,1,0,1725
다사444438,,0,구로1동,0,0,1,1,1,1,1330
다사411438,,0,오류2동,0,0,1,1,1,1,1330
다사450441,,0,구로1동,0,0,0,1,1,0,1725
다사460460,,0,신도림동,0,0,0,1,1,0,1725
다사464426,,0,구로3동,0,0,1,1,1,1,1330
다사463445,,0,구로5동,0,0,0,1,1,0,1725
다사444441,,0,구로1동,0,0.75,1,1,1,1.75,1252
다사401442,,0,수궁동,0,0,1,1,1,1,1330
다사411428,,0,오류2동,0,0,1,1,1,1,1330
다사450436,,0,구로1동,0,0,1,1,1,1,1330
다사442436,,0,구로1동,0,0,0,1,1,0,1725
다사407456,,0,수궁동,0,0,0,1,1,0,1725
다사420419,,0,오류2동,0,0,1,1,1,1,1330
다사443450,,0,고척1동,0,0,1,1,1,1,1330
다사410450,,0,수궁동,0,0,1,1,1,1,1330
다사401456,,0,수궁동,0,0,0,1,1,0,1725
다사459456,,0,신도림동,0,0,1,1,1,1,1330
다사419422,,0,오류2동,0,0,1,1,1,1,1330
다사444453,,0,고척1동,0,0,0,1,1,0,1725
다사462458,,0,신도림동,0,0,0,1,1,0,1725
다사446445,,0,구로2동,0,0,1,1,1,1,1330
다사441440,,0,개봉2동,0,0,0,1,1,0,1725
다사401453,,0,수궁동,0,0,0,1,1,0,1725
다사402420,,0,항동,0,0,0,1,1,0,1725
다사402453,,0,수궁동,0,0,0,1,1,0,1725
다사466435,,0,구로3동,0,0,0,1,1,0,1725
다사451440,,0,구로1동,0,0,1,1,1.041,1.041,1290
다사422436,,0,오류2동,0,0,1,1,1,1,1330
다사429429,,0,개봉3동,0,0,0,1,1,0,1725
다사412419,,0,오류2동,0,0,0,1,1,0,1725
다사438437,,0,개봉2동,0,0,1,1,1,1,1330
다사461423,,0,가리봉동,0,0,1,1,1,1,1330
다사413421,,0,오류2동,0,0,0,1,1,0,1725
다사421419,,0,오류2동,0,0,0,1,1,0,1725
다사421436,,0,오류2동,0,0,1,1,1,1,1330
다사463427,,0,구로3동,0,0,1,1,1,1,1330
다사402428,,0,항동,0,0,1,1,1,1,1330
다사404451,,0,수궁동,0,0,1,1,1,1,1330
다사461453,,0,구로5동,0,0,1,1,1,1,1330
다사398419,,0,항동,0,0,0,1,1,0,1725
다사450460,,0,신도림동,0,0,1,1,1,1,1330
다사412436,,0,오류2동,0,0,1,1,1,1,1330
다사411418,,0,오류2동,0,0,0,1,1,0,1725
다사413423,,0,오류2동,0,0,0,1,1,0,1725
다사418440,,0,오류1동,0,0,1,1,1,1,1330
다사433446,,0,고척1동,0,0,1,1,1,1,1330
다사409424,,0,항동,0,0,0,1,1,0,1725
다사462431,,0,구로3동,0,0,1,1,1,1,1330
다사406449,,0,수궁동,0,0,1,1,1,1,1330
다사454460,,0,신도림동,0,0,1,1,1,1,1330
다사441439,,0,개봉2동,0,0,0,1,1,0,1725
다사442439,,0,구로1동,0,0,0,1,1,0,1725
다사408431,,0,오류2동,0,0,0,1,1,0,1725
다사400455,,0,수궁동,0,0,0,1,1,0,1725
다사406457,,0,수궁동,0,0,0,1,1,0,1725
다사444448,,0,구로2동,0,0,0,1,1,0,1725
다사402430,,0,항동,0,0,0,1,1,0,1725
다사407434,,0,오류2동,0,0,1,1,1,1,1330
다사413437,,0,오류2동,0,0,1,1,1,1,1330
다사452449,,0,구로2동,0,0,1,1,1,1,1330
다사396421,,0,항동,0,0,1,1,1,1,1330
다사456427,,0,가리봉동,0,0,0,1,1,0,1725
다사435455,,0,고척2동,0,0,0,1,1,0,1725
다사446454,,0,신도림동,0,0,0,1,1,0,1725
다사410443,,0,수궁동,0,0,0,1,1,0,1725
다사465438,,0,구로4동,0,0,1,1,1,1,1330
다사419418,,0,오류2동,0,0,0,1,1,0,1725
다사402456,,0,수궁동,0,0,0,1,1,0,1725
다사404442,,0,수궁동,0,0,1,1,1,1,1330
다사445445,,0,구로2동,0,0,1,1,1,1,1330
다사401446,,0,수궁동,0,0,0,1,1,0,1725
다사422437,,0,오류2동,0,0,1,1,1.041,1.041,1290
다사451462,,0,신도림동,0,0,0,1,1,0,1725
다사405451,,0,수궁동,0,0,1,1,1,1,1330
다사423434,,0,개봉3동,0,0,0,1,1,0,1725
다사439439,,0,개봉2동,0,0,0,1,1,0,1725
다사467433,,0,구로3동,0,0,1,1,1,1,1330
다사411448,,0,수궁동,0,0,0,1,1,0,1725
다사437444,,0,고척1동,0,0.625,1,1,1,1.625,1257
다사409423,,0,항동,0,0,0,1,1,0,1725
다사423431,,0,개봉3동,0,0,1,1,1,1,1330
다사413439,,0,오류2동,0,0,0,1,1,0,1725
다사434444,,0,고척1동,0,0,0,1,1,0,1725
다사399441,,0,수궁동,0,0,0,1,1,0,1725
다사463447,,0,구로5동,0,0,0,1,1,0,1725
다사422456,,0,고척2동,0,0,1,1,1,1,1330
다사418431,,0,오류2동,0,0,1,1,1,1,1330
다사396423,,0,항동,0,0,0,1,1,0,1725
다사416451,,0,개봉1동,0,0,0,1,1,0,1725
다사423432,,0,개봉3동,0,0,0,1,1,0,1725
다사425443,,0,개봉1동,0,0,1,1,1,1,1330
다사403451,,0,수궁동,0,0,0,1,1,0,1725
다사402448,,0,수궁동,0,0,1,1,1,1,1330
다사394439,,0,수궁동,0,0,1,1,1,1,1330
다사411422,,0,오류2동,0,0,0,1,1,0,1725
다사398443,,0,수궁동,0,0,1,1,1.041,1.041,1290
다사425444,,0,개봉1동,0,0,1,1,1,1,1330
다사445438,,0,구로1동,0,0,1,1,1,1,1330
다사404455,,0,수궁동,0,0,0,1,1,0,1725
다사463451,,0,구로5동,0,0,1,1,1.041,1.041,1290
다사422429,,0,오류2동,0,0,1,1,1.041,1.041,1290
다사413420,,0,오류2동,0,0,0,1,1,0,1725
다사464443,,0,구로4동,0,0,0,1,1,0,1725
다사408423,,0,항동,0,0,0,1,1,0,1725
다사416448,,0,개봉1동,0,0,1,1,1,1,1330
다사451454,,0,신도림동,0,0,1,1,1,1,1330
다사453465,,0,신도림동,0,0,0,1,1,0,1725
다사420452,,0,개봉1동,0,0,1,1,1,1,1330
다사395422,,0,항동,0,0,1,1,1,1,1330
다사449444,,0,구로1동,0,0,1,1,1,1,1330
다사403445,,0,수궁동,0,0,0,1,1,0,1725
다사453455,,0,신도림동,0,0,1,1,1,1,1330
다사452451,,0,구로2동,0,0.035,1,1,1,1.035,1329
다사397437,,0,수궁동,0,0,0,1,1,0,1725
다사445449,,0,구로2동,0,0,0,1,1,0,1725
다사406433,,0,오류2동,0,0,1,1,1,1,1330
다사446436,,0,구로1동,0,0,0,1,1,0,1725
다사407422,,0,항동,0,0,0,1,1,0,1725
다사417419,,0,오류2동,0,0,0,1,1,0,1725
다사430430,,0,개봉3동,0,0,0,1,1,0,1725
다사414450,,0,개봉1동,0,0,0,1,1,0,1725
다사395444,,0,수궁동,0,0,0,1,1,0,1725
다사407430,,0,항동,0,0,0,1,1,0,1725
다사419419,,0,오류2동,0,0,1,1,1,1,1330
다사421420,,0,오류2동,0,0,0,1,1,0,1725
다사425457,,0,고척2동,0,0,1,1,1,1,1330
다사414424,,0,오류2동,0,0,1,1,1,1,1330
다사424445,,0,개봉1동,0,0,1,1,1.041,1.041,1290
다사447451,,0,구로2동,0,0,1,1,1,1,1330
다사447455,,0,신도림동,0,0,1,1,1,1,1330
다사408430,,0,오류2동,0,0,0,1,1,0,1725
다사408427,,0,항동,0,0,0,1,1,0,1725
다사471430,,0,구로3동,0,0,1,1,1,1,1330
다사451447,,0,구로2동,0,0,0,1,1,0,1725
