no,pk,add1,add2,lon,lat,sgg_code,bjd_code,total_area
200,11530-21471,서울특별시 구로구 신도림동 292-142번지,서울특별시 구로구 신도림로11다길 6-3,126.8779858,37.509036,11530,10100,301.65
201,11530-16837,서울특별시 구로구 신도림동 292-145번지,서울특별시 구로구 신도림로7길 48,126.8777153,37.5090514,11530,10100,91.9
202,11530-17747,서울특별시 구로구 신도림동 292-146번지,서울특별시 구로구 신도림로7길 46,126.87781,37.5089956,11530,10100,72.72
203,11530-7024,서울특별시 구로구 신도림동 292-14번지,서울특별시 구로구 신도림로11길 32,126.8790817,37.5091203,11530,10100,59.5
204,11530-13942,서울특별시 구로구 신도림동 292-151번지,서울특별시 구로구 신도림로7길 45,126.8777188,37.5088911,11530,10100,152.07
205,11530-10759,서울특별시 구로구 신도림동 292-157번지,서울특별시 구로구 신도림로7길 49,126.8775253,37.5089748,11530,10100,61.16
206,11530-19236,서울특별시 구로구 신도림동 292-160번지,서울특별시 구로구 신도림로7길 50,126.8776004,37.5090963,11530,10100,63.14
207,11530-7193,서울특별시 구로구 신도림동 292-171번지,서울특별시 구로구 신도림로11길 48-24,126.8785909,37.5104762,11530,10100,57.19
208,11530-11157,서울특별시 구로구 신도림동 292-172번지,서울특별시 구로구 신도림로11길 48-22,126.8785843,37.5103869,11530,10100,50.58
209,11530-3059,서울특별시 구로구 신도림동 292-173번지,서울특별시 구로구 신도림로11길 48-20,126.87857,37.5102823,11530,10100,184.26
210,11530-6414,서울특별시 구로구 신도림동 292-174번지,서울특별시 구로구 신도림로11길 48-18,126.8785581,37.5101749,11530,10100,197.56
211,11530-14025,서울특별시 구로구 신도림동 292-176번지,서울특별시 구로구 신도림로11길 48-14,126.8785461,37.509991,11530,10100,147.69
212,11530-16528,서울특별시 구로구 신도림동 292-177번지,서울특별시 구로구 신도림로11길 48-13,126.878412,37.510033,11530,10100,197.01
213,11530-13387,서울특별시 구로구 신도림동 292-178번지,서울특별시 구로구 신도림로11길 48-15,126.8784197,37.5101276,11530,10100,173.15
214,11530-6743,서울특별시 구로구 신도림동 292-179번지,서울특별시 구로구 신도림로11길 48-17,126.8784296,37.5102187,11530,10100,154.32
215,11530-6117,서울특별시 구로구 신도림동 292-17번지,서울특별시 구로구 신도림로11길 34,126.8788907,37.509113,11530,10100,190.63
216,11530-21289,서울특별시 구로구 신도림동 292-180번지,서울특별시 구로구 신도림로11길 48-21,126.8784424,37.5103477,11530,10100,152.99
217,11530-15996,서울특별시 구로구 신도림동 292-181번지,서울특별시 구로구 신도림로11길 48-23,126.878451,37.510455,11530,10100,68.76
218,11530-3721,서울특별시 구로구 신도림동 292-183번지,,126.8784607,37.51063814,11530,10100,52.89
219,11530-3722,서울특별시 구로구 신도림동 292-183번지,,126.8784607,37.51063814,11530,10100,53.55
220,11530-20046,서울특별시 구로구 신도림동 292-184번지,서울특별시 구로구 신도림로11길 48-31,126.8784896,37.5107464,11530,10100,241.26
221,11530-9328,서울특별시 구로구 신도림동 292-185번지,,126.87835,37.51084574,11530,10100,294.46
222,11530-11446,서울특별시 구로구 신도림동 292-186번지,서울특별시 구로구 신도림로11길 54-34,126.8783778,37.5106553,11530,10100,53.22
223,11530-14191,서울특별시 구로구 신도림동 292-18번지,서울특별시 구로구 신도림로11나길 11,126.8791567,37.5094012,11530,10100,919
224,11530-20276,서울특별시 구로구 신도림동 292-190번지,서울특별시 구로구 신도림로11길 54-18,126.8783356,37.5102269,11530,10100,151.03
225,11530-16559,서울특별시 구로구 신도림동 292-191번지,서울특별시 구로구 신도림로11길 54-14,126.8783313,37.510134,11530,10100,56.86
226,11530-17020,서울특별시 구로구 신도림동 292-192번지,서울특별시 구로구 신도림로11길 54-12,126.8783202,37.5100465,11530,10100,56.13
227,11530-5977,서울특별시 구로구 신도림동 292-193번지,서울특별시 구로구 신도림로11길 54-13,126.8782032,37.5100805,11530,10100,47.93
228,11530-6242,서울특별시 구로구 신도림동 292-194번지,서울특별시 구로구 신도림로11길 54-15,126.8782099,37.5101626,11530,10100,58.18
229,11530-23747,서울특별시 구로구 신도림동 292-195번지,서울특별시 구로구 신도림로11길 54-17,126.8782145,37.5102302,11530,10100,163.32
230,11530-9346,서울특별시 구로구 신도림동 292-196번지,서울특별시 구로구 신도림로11길 54-31,126.8782162,37.5103483,11530,10100,54.55
231,11530-21118,서울특별시 구로구 신도림동 292-197번지,서울특별시 구로구 신도림로11길 54-33,126.8782293,37.5104547,11530,10100,54.88
232,11530-6635,서울특별시 구로구 신도림동 292-198번지,서울특별시 구로구 신도림로11길 54-35,126.8782369,37.5105503,11530,10100,54.55
233,11530-24118,서울특별시 구로구 신도림동 292-199번지,서울특별시 구로구 구로중앙로42길 100,126.8782064,37.5106969,11530,10100,109.39
234,11530-22788,서울특별시 구로구 신도림동 292-200번지,서울특별시 구로구 구로중앙로42길 96,126.8781474,37.5105558,11530,10100,33.72
235,11530-10927,서울특별시 구로구 신도림동 292-201번지,서울특별시 구로구 구로중앙로42길 92-1,126.8781414,37.5104287,11530,10100,42.98
236,11530-19048,서울특별시 구로구 신도림동 292-202번지,서울특별시 구로구 구로중앙로42길 92-5,126.8781131,37.510359,11530,10100,46.28
237,11530-22706,서울특별시 구로구 신도림동 292-203번지,서울특별시 구로구 구로중앙로42길 92-7,126.8781114,37.5102419,11530,10100,190.33
238,11530-20872,서울특별시 구로구 신도림동 292-204번지,서울특별시 구로구 구로중앙로42길 92-9,126.8781001,37.5101688,11530,10100,51.57
239,11530-19982,서울특별시 구로구 신도림동 292-205번지,서울특별시 구로구 구로중앙로42길 92-11,126.8780921,37.5100939,11530,10100,48.93
240,11530-22113,서울특별시 구로구 신도림동 292-206번지,서울특별시 구로구 구로중앙로42길 92-12,126.8779581,37.5101296,11530,10100,187.53
241,11530-18817,서울특별시 구로구 신도림동 292-207번지,서울특별시 구로구 구로중앙로42길 92-8,126.8779688,37.5102522,11530,10100,165.57
242,11530-16322,서울특별시 구로구 신도림동 292-208번지,서울특별시 구로구 구로중앙로42길 92,126.8779596,37.5104107,11530,10100,203.58
243,11530-12230,서울특별시 구로구 신도림동 292-209번지,서울특별시 구로구 구로중앙로42길 88,126.8778358,37.5102176,11530,10100,54.55
244,11530-24062,서울특별시 구로구 신도림동 292-210번지,서울특별시 구로구 구로중앙로42길 92-10,126.8778231,37.5101625,11530,10100,161.28
245,11530-24063,서울특별시 구로구 신도림동 292-210번지,서울특별시 구로구 구로중앙로42길 92-10,126.8778231,37.5101625,11530,10100,161.28
246,11530-3117,서울특별시 구로구 신도림동 292-213번지,서울특별시 구로구 신도림로11길 57,126.8775468,37.5095733,11530,10100,258.85
247,11530-3118,서울특별시 구로구 신도림동 292-213번지,서울특별시 구로구 신도림로11길 57,126.8775468,37.5095733,11530,10100,518.01
248,11530-3119,서울특별시 구로구 신도림동 292-213번지,서울특별시 구로구 신도림로11길 57,126.8775468,37.5095733,11530,10100,518.01
249,11530-3120,서울특별시 구로구 신도림동 292-213번지,서울특별시 구로구 신도림로11길 57,126.8775468,37.5095733,11530,10100,777.52
250,11530-3082,서울특별시 구로구 신도림동 292-214번지,서울특별시 구로구 신도림로11나길 11,126.8791567,37.5094012,11530,10100,269.76
251,11530-3081,서울특별시 구로구 신도림동 292-214번지,서울특별시 구로구 신도림로11나길 11,126.8791567,37.5094012,11530,10100,381.81
252,11530-8775,서울특별시 구로구 신도림동 292-215번지,서울특별시 구로구 신도림로11길 48-10,126.8784976,37.509759,11530,10100,621.81
253,11530-3723,서울특별시 구로구 신도림동 292-216번지,서울특별시 구로구 신도림로11길 48,126.8782585,37.5094828,11530,10100,519
254,11530-23445,서울특별시 구로구 신도림동 292-218번지,서울특별시 구로구 신도림로11길 48-5,126.8781876,37.5097605,11530,10100,1027.44
255,11530-7315,서울특별시 구로구 신도림동 292-21번지,서울특별시 구로구 신도림로11길 27,126.8790427,37.5087784,11530,10100,83.91
256,11530-3125,서울특별시 구로구 신도림동 292-221번지,서울특별시 구로구 신도림로11길 62,126.8778099,37.5099047,11530,10100,247.59
257,11530-3127,서울특별시 구로구 신도림동 292-221번지,서울특별시 구로구 신도림로11길 62,126.8778099,37.5099047,11530,10100,989.42
258,11530-3126,서울특별시 구로구 신도림동 292-221번지,서울특별시 구로구 신도림로11길 62,126.8778099,37.5099047,11530,10100,495.21
259,11530-15282,서울특별시 구로구 신도림동 292-229번지,서울특별시 구로구 신도림로11길 53,126.8778622,37.5094394,11530,10100,608.04
260,11530-7145,서울특별시 구로구 신도림동 292-234번지,서울특별시 구로구 신도림로11길 38,126.8787404,37.5092549,11530,10100,667.11
261,11530-12685,서울특별시 구로구 신도림동 292-235번지,서울특별시 구로구 신도림로11길 49,126.8780041,37.5094002,11530,10100,505.25
262,11530-8313,서울특별시 구로구 신도림동 292-246번지,서울특별시 구로구 신도림로11라길 6,126.8789421,37.509455,11530,10100,524.02
263,11530-11978,서울특별시 구로구 신도림동 292-247번지,서울특별시 구로구 신도림로11길 45,126.8781895,37.5093326,11530,10100,556.1
264,11530-9056,서울특별시 구로구 신도림동 292-248번지,서울특별시 구로구 신도림로11길 48-16,126.878548,37.510091,11530,10100,197.56
265,11530-18625,서울특별시 구로구 신도림동 292-24번지,서울특별시 구로구 신도림로11길 29,126.8789504,37.5088226,11530,10100,125.54
266,11530-9167,서울특별시 구로구 신도림동 292-250번지,서울특별시 구로구 신도림로11길 48-4,126.8783406,37.5095908,11530,10100,184.32
267,11530-5197,서울특별시 구로구 신도림동 292-252번지,서울특별시 구로구 신도림로11길 54-32,126.8783657,37.5105587,11530,10100,50.25
268,11530-14459,서울특별시 구로구 신도림동 292-27번지,서울특별시 구로구 신도림로11길 31,126.8788623,37.5088911,11530,10100,181.19
269,11530-12344,서울특별시 구로구 신도림동 292-28번지,서울특별시 구로구 신도림로11가길 4-4,126.8787826,37.5087759,11530,10100,98.51
270,11530-20598,서울특별시 구로구 신도림동 292-29번지,서울특별시 구로구 신도림로11길 33,126.8787481,37.5089621,11530,10100,142.32
271,11530-13533,서울특별시 구로구 신도림동 292-32번지,서울특별시 구로구 신도림로11길 35,126.8786513,37.5090117,11530,10100,200.6
272,11530-4793,서울특별시 구로구 신도림동 292-34번지,서울특별시 구로구 신도림로11길 37,126.878558,37.5090468,11530,10100,607.42
273,11530-22779,서울특별시 구로구 신도림동 292-37번지,서울특별시 구로구 신도림로11길 39,126.8784754,37.5091208,11530,10100,470.75
274,11530-10220,서울특별시 구로구 신도림동 292-3번지,서울특별시 구로구 신도림로11길 44,126.8784954,37.509449,11530,10100,1477.67
275,11530-7204,서울특별시 구로구 신도림동 292-44번지,서울특별시 구로구 신도림로11길 43,126.8782706,37.5092054,11530,10100,355.72
276,11530-10014,서울특별시 구로구 신도림동 292-45번지,서울특별시 구로구 신도림로11다길 6,126.8782099,37.5091012,11530,10100,482.7
277,11530-13963,서울특별시 구로구 신도림동 292-52번지,서울특별시 구로구 신도림로11다길 6-4,126.8781032,37.5092047,11530,10100,136
278,11530-9245,서울특별시 구로구 신도림동 292-53번지,서울특별시 구로구 신도림로11다길 6-6,126.8779873,37.5092387,11530,10100,589.58
279,11530-9627,서울특별시 구로구 신도림동 292-56번지,서울특별시 구로구 신도림로11다길 6-5,126.8778696,37.5090898,11530,10100,58.25
280,11530-5668,서울특별시 구로구 신도림동 292-61번지,서울특별시 구로구 신도림로11다길 6-8,126.8778771,37.509271,11530,10100,640.02
281,11530-16936,서울특별시 구로구 신도림동 292-62번지,서울특별시 구로구 신도림로11다길 6-10,126.8777578,37.5093113,11530,10100,291.72
282,11530-16603,서울특별시 구로구 신도림동 292-65번지,서울특별시 구로구 신도림로11다길 6-11,126.8776486,37.5092004,11530,10100,215.27
283,11530-21047,서울특별시 구로구 신도림동 292-69번지,서울특별시 구로구 신도림로7길 52,126.8774716,37.5091581,11530,10100,130.07
284,11530-15344,서울특별시 구로구 신도림동 292-6번지,서울특별시 구로구 신도림로11나길 7,126.879257,37.5091201,11530,10100,118.52
285,11530-20959,서울특별시 구로구 신도림동 292-70번지,서울특별시 구로구 신도림로11다길 6-13,126.8775301,37.5092542,11530,10100,57.52
286,11530-12122,서울특별시 구로구 신도림동 292-73번지,서울특별시 구로구 신도림로11다길 6-12,126.8776294,37.5093489,11530,10100,149.58
287,11530-20303,서울특별시 구로구 신도림동 292-74번지,서울특별시 구로구 신도림로11다길 6-14,126.8774886,37.5093818,11530,10100,46.28
288,11530-9075,서울특별시 구로구 신도림동 292-80번지,서울특별시 구로구 신도림로7길 53,126.8772769,37.5090941,11530,10100,56.13
289,11530-24331,서울특별시 구로구 신도림동 292-81번지,서울특별시 구로구 신도림로7길 51,126.8773883,37.5090564,11530,10100,94.94
