"d_code","j_code","month","flow1_tot","flow2_tot"
11530760,1117065020013,202011,1786.106,2852.1407
11530760,1117065020014,202011,675.9081,1038.9239
11530760,1117065020015,202011,158.7793,524.4112
11530760,1117065020016,202011,598.8449,1335.323
11530760,1117065020017,202011,507.3147,1129.314
11530760,1117065020018,202011,1821.6568,1112.9699
11530760,1117065020019,202011,1772.9261,2376.7424
11530760,1117065020020,202011,840.1959,1832.5629
11530760,1117065020021,202011,1049.5569,2054.5275
11530760,1117065020022,202011,1051.5843,2083.9969
11530760,1117065020101,202011,1297.7713,2001.0849
11530760,1117065020102,202011,617.7038,1821.6882
11530760,1117065020103,202011,1041.9502,1711.2293
11530760,1117065020104,202011,1107.3196,1938.8596
11530760,1117065020105,202011,1577.6656,2667.5638
11530760,1117065020106,202011,978.5425,1587.6084
11530760,1117065020107,202011,1778.3326,2589.6363
11530760,1117065020108,202011,1008.7806,2247.9416
11530760,1117065020109,202011,2180.4406,4545.7893
11530760,1117065020201,202011,1934.8289,2846.8639
11530760,1117065020401,202011,1525.6754,3006.0144
11530760,1117065020501,202011,1585.4188,3204.4121
11530760,1117065020601,202011,1258.3489,2049.4818
11530770,1.117067e+12,202011,494249.1304,479451.7623
11530770,1117067010001,202011,3031.6711,4341.0154
11530770,1117067010002,202011,18684.1561,19834.6222
11530770,1117067010003,202011,1938.303,2665.9784
11530770,1117067010004,202011,4548.486,5382.6272
11530770,1117067010005,202011,3740.804,3801.1154
11530770,1117067010006,202011,2930.9063,2949.1696
11530770,1117067010007,202011,3204.5747,3474.7679
11530770,1117067010008,202011,973.4929,1417.1581
11530770,1117067010009,202011,1068.3506,1980.7349
11530770,1117067010010,202011,1330.0204,2440.582
11530770,1117067010301,202011,1707.7704,2278.329
11530770,1117067010302,202011,31.0422,112.3813
11530770,1117067020001,202011,4055.9015,3896.3979
11530770,1117067020002,202011,1938.7949,3201.1888
11530770,1117067020003,202011,9077.6871,6061.6132
11530770,1117067020004,202011,2178.613,3666.1576
11530770,1117067020005,202011,3011.7553,4565.5072
11530770,1117067020006,202011,3627.6652,3535.5536
11530770,1117067020007,202011,3677.8385,3039.3987
11530770,1117067020008,202011,2378.5217,3766.0797
11530770,1117067020009,202011,1572.2609,3645.1579
11530770,1117067020010,202011,802.4861,2709.682
11530770,1117067020301,202011,1986.1705,2423.5333
11530770,1117067020302,202011,155.7229,443.1303
11530770,1117067020303,202011,449.3817,965.3369
11530770,1117067020304,202011,374.1479,810.4745
11530770,1117067020305,202011,232.8151,633.6086
11530770,1117067020306,202011,729.7987,1258.978
11530770,1117067020501,202011,2092.4792,3446.7914
11530770,1117067030001,202011,4675.1182,2455.7785
11530770,1117067030002,202011,1726.1574,2818.8415
11530770,1117067030003,202011,7927.4065,7886.067
11530770,1117067030004,202011,1036.831,1599.1576
11530770,1117067030005,202011,12267.9522,4215.2701
11530770,1117067030301,202011,3110.1321,4935.7927
11530770,1117067030401,202011,1356.1273,1931.9087
11530770,1117067030402,202011,616.3867,1016.6175
11530770,1117067030403,202011,1246.7315,1605.9167
11530770,1117067030501,202011,3955.7892,3895.3841
11530770,1117067030801,202011,2736.8561,4582.8729
11530780,1.117068e+12,202011,1435613.964,1566519.0569
11530780,1117068010001,202011,3061.3015,2331.2029
11530780,1117068010002,202011,6025.6938,3544.7808
11530780,1117068020001,202011,11060.5715,7187.4656
11530780,1117068020002,202011,2118.116,3083.2771
11530780,1117068020003,202011,2803.6401,5451.4826
11530780,1117068020004,202011,8975.7497,5850.5026
11530780,1117068020005,202011,0,0
11530780,1117068020006,202011,10231.8688,10322.554
11530780,1117068020007,202011,8085.532,3989.5358
11530780,1117068020008,202011,7100.8692,8360.054
11530780,1117068020009,202011,7055.0151,7685.9152
11530780,1117068020010,202011,10599.975,4073.8496
11530780,1117068020011,202011,6093.4163,4477.4325
11530780,1117068020012,202011,5240.44,8398.6956
11530780,1117068020013,202011,3740.9389,4738.1029
11530780,1117068020014,202011,1735.9319,4890.4579
11530780,1117068020015,202011,1910.5992,3063.1654
11530780,1117068020016,202011,3800.938,6396.1197
11530780,1117068020017,202011,1812.7652,3939.2046
11530780,1117068020101,202011,0,0
11530780,1117068020102,202011,0,0
11530780,1117068020103,202011,2378.5376,3124.4678
11530780,1117068020104,202011,0,0
11530780,1117068020201,202011,7536.0843,7524.7613
11530780,1117068020202,202011,4215.2756,4030.7411
11530780,1117068020301,202011,1001.9224,2572.98
11530780,1117068020302,202011,1407.1228,2142.7833
11530780,1117068020501,202011,2650.9195,2398.549
11530780,1117068020502,202011,13982.1407,16299.1494
